reg_id,Регион,Вышестоящая комиссия,№ УИК,Число избирателей на январь,МН пришли,МН ушли,исключенные в течение 4 дней,"Число избирателей, внесенных в списки избирателей",10.00,12.00,15.00,18.00,"1. Число избирателей, включенных в список избирателей","2. Число избирательных бюллетеней, полученных участковой избирательной комиссией","3. Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно","4. Число избирательных бюллетеней, выданных в помещении для голосования в день голосования","5. Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования",6. Число погашенных избирательных бюллетеней,7. Число избирательных бюллетеней в переносных ящиках для голосования,8. Число бюллетеней в стационарных ящиках для голосования,9. Число недействительных избирательных бюллетеней,10. Число действительных избирательных бюллетеней,11. Число утраченных избирательных бюллетеней,"12. Число избирательных бюллетеней, не учтенных при получении",13. Бабурин Сергей Николаевич,14. Грудинин Павел Николаевич,15. Жириновский Владимир Вольфович,16. Путин Владимир Владимирович,17. Собчак Ксения Анатольевна,18. Сурайкин Максим Александрович,19. Титов Борис Юрьевич,20. Явлинский Григорий Алексеевич,vidano,yavka
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,1,1771,128,98,7,1558,"0,0321","0,12","0,3736","0,5013",1603,1500,0,939,14,547,14,939,13,940,0,0,8,77,40,688,58,8,15,46,953,"0,594510293200249"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,2,1573,134,98,2,1370,"0,0328","0,0876","0,3496","0,5248",1403,1200,0,849,20,331,20,848,11,857,0,0,10,86,34,616,48,8,22,33,869,"0,619387027797576"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,3,2358,121,161,10,1886,"0,0323","0,1172","0,2969","0,4751",1882,2000,0,1172,32,796,32,1170,16,1186,0,0,12,103,52,869,67,7,20,56,1204,"0,639744952178533"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,4,1058,120,62,4,926,"0,0259","0,121","0,3089","0,5173",944,800,0,577,7,216,7,576,6,577,0,0,8,69,34,398,32,0,9,27,584,"0,61864406779661"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,5,2038,154,140,10,1683,"0,0357","0,1373","0,3512","0,5074",1727,1800,0,1027,22,751,22,1023,18,1027,0,0,7,109,58,733,43,7,21,49,1049,"0,607411696583671"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,6,1691,86,129,1,1378,"0,0363","0,1328","0,299","0,5348",1414,1300,0,864,17,419,17,864,16,865,0,0,5,88,27,629,49,4,21,42,881,"0,623055162659123"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,7,2335,273,172,6,2039,"0,0319","0,0392","0,3811","0,541",2318,2000,0,1328,28,644,28,1323,22,1329,0,0,22,145,75,938,69,8,28,44,1356,"0,584987057808455"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,8,1656,159,101,5,1412,"0,0673","0,1735","0,3144","0,517",1412,1500,0,894,21,585,21,892,10,903,0,0,8,78,22,647,79,9,22,38,915,"0,648016997167138"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,9,1603,165,137,8,1302,"0,033","0,1221","0,3894","0,5338",1319,1500,0,828,17,655,17,825,13,829,0,0,14,69,27,624,33,3,13,46,845,"0,640636846095527"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,10,1814,173,101,3,1539,"0,026","0,1027","0,2943","0,4756",1539,1500,0,888,30,582,30,884,21,893,0,0,6,69,36,658,57,7,23,37,918,"0,596491228070175"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,11,2041,223,174,1,1732,"0,0445","0,1207","0,261","0,4723",2001,1500,0,1070,25,405,25,1067,20,1072,0,0,13,111,50,731,78,5,14,70,1095,"0,547226386806596"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,12,998,105,75,2,847,"0,0437","0,1051","0,3731","0,4392",974,700,0,514,10,176,10,513,8,515,0,0,4,44,35,373,32,5,3,19,524,"0,537987679671457"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,13,2192,118,184,3,1745,"0,0321","0,0544","0,2762","0,4877",1772,2000,0,1024,22,954,22,1020,14,1028,0,0,12,86,38,772,51,10,13,46,1046,"0,590293453724605"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,14,2291,311,141,3,2003,"0,022","0,1178","0,351","0,5122",1957,2000,0,1254,13,733,13,1254,26,1241,0,0,9,115,56,904,65,7,17,68,1267,"0,647419519672968"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,15,1739,415,131,2,1808,"0,0216","0,0796","0,2987","0,6405",1835,1500,0,1000,251,248,251,1000,29,1222,1,0,8,123,54,881,76,6,24,50,1251,"0,681743869209809"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,16,1955,408,128,2,1832,"0,0224","0,1386","0,3674","0,5382",1761,1500,0,1223,23,254,23,1220,38,1205,0,0,12,131,52,813,90,11,30,66,1246,"0,70755252697331"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,17,1932,218,122,1,1629,"0,0307","0,1774","0,3364","0,5107",1654,1500,0,991,26,483,26,991,10,1007,0,0,13,95,58,731,37,10,20,43,1017,"0,614873035066505"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,18,1739,178,147,4,1411,"0,0397","0,1276","0,2204","0,4876",1429,1500,0,758,26,716,26,755,5,776,0,0,11,68,27,532,63,6,21,48,784,"0,548635409377186"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,19,1706,317,111,3,1613,"0,0304","0,1314","0,3707","0,5375",1560,1500,0,1050,14,436,14,1045,17,1042,0,0,15,76,34,766,70,2,23,56,1064,"0,682051282051282"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,20,1769,231,144,7,1457,"0,046","0,1414","0,291","0,5182",1456,1500,0,920,27,553,27,918,16,929,0,0,6,86,47,630,83,8,21,48,947,"0,650412087912087"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,21,1889,186,113,6,1652,"0,0357","0,1404","0,3081","0,5339",1662,1500,0,1074,26,400,26,1013,21,1018,0,0,10,104,38,686,80,9,19,72,1100,"0,661853188929001"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,22,1816,218,115,3,1575,"0,0324","0,1257","0,3276","0,5397",1578,1500,0,954,43,503,43,954,21,976,0,0,9,86,45,700,53,8,24,51,997,"0,631812420785804"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,23,1365,130,88,2,1165,"0,0412","0,1433","0,3399","0,5185",1192,1100,0,723,25,352,25,719,16,728,0,0,7,59,29,519,46,6,13,49,748,"0,62751677852349"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,24,1917,97,168,3,1457,"0,0336","0,1201","0,3191","0,4489",1487,1600,0,855,21,724,21,853,14,860,0,0,12,79,21,643,53,6,10,36,876,"0,589105581708137"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,25,2062,365,154,5,1963,"0,0474","0,1233","0,4055","0,542999999999999",1968,2000,0,1269,13,718,13,1259,13,1259,0,0,14,116,44,914,84,8,22,57,1282,"0,651422764227642"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,26,985,273,59,1,1039,"0,1222","0,206","0,4004","0,591",1067,1030,0,683,19,328,19,681,9,691,0,0,2,48,47,510,49,2,7,26,702,"0,657919400187441"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,27,1510,221,108,7,1353,"0,0273","0,1582","0,3089","0,4649",1354,1100,0,823,17,260,17,819,15,821,0,0,7,76,33,584,72,2,15,32,840,"0,620384047267356"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,28,1135,236,76,1,1221,"0,041","0,1572","0,3898","0,6372",1244,1100,0,716,166,218,166,716,12,870,0,0,13,67,33,659,52,5,14,27,882,"0,709003215434083"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,29,1863,198,160,6,1501,"0,0446","0,0966","0,2765","0,461",1532,1500,0,862,33,605,33,859,18,874,0,0,11,81,24,630,68,8,18,34,895,"0,58420365535248"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,30,1568,184,107,6,1356,"0,0442","0,1342","0,3791","0,5295",1350,1500,0,822,31,647,31,820,19,832,0,0,16,84,27,580,71,4,16,34,853,"0,631851851851851"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,31,2029,281,363,10,1469,"0,1607","0,4016","0,6569","0,9612",1892,1800,0,1510,15,275,15,1506,22,1499,0,0,17,149,77,1125,74,7,20,30,1525,"0,806025369978858"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,32,2194,180,212,4,1639,"0,1056","0,2636","0,3722","0,6022",1679,2000,0,1241,16,743,16,1238,29,1225,0,0,11,119,64,891,66,7,26,41,1257,"0,748659916617033"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,33,2580,223,205,8,2107,"0,0541","0,1846","0,345","0,5045",2260,2300,0,1270,27,1003,27,1246,16,1257,0,0,9,121,57,896,74,6,30,64,1297,"0,573893805309734"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,34,2154,183,228,12,1549,"0,0904","0,2789","0,4145","0,5952",1614,2000,0,1038,170,792,170,1037,11,1196,0,0,5,98,50,927,57,5,19,35,1208,"0,748451053283767"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,35,1173,259,89,0,1164,"0,0309","0,1229","0,3497","0,4613",1147,1100,0,760,12,328,12,760,8,764,0,0,10,84,33,538,46,5,11,37,772,"0,673060156931124"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,36,1991,181,151,5,1651,"0,0285","0,1351","0,3919","0,5318",1683,1700,0,1033,41,626,41,1033,15,1059,0,0,10,96,41,777,62,10,25,38,1074,"0,638146167557932"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,37,1141,66,71,2,967,"0,0455","0,1169","0,3516","0,5471",949,1000,0,615,12,373,12,615,11,616,0,0,14,58,23,437,43,3,7,31,627,"0,660695468914647"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,38,1926,94,139,4,1533,"0,0346","0,1122","0,3894","0,5656",1674,1600,0,971,14,615,14,971,25,960,0,0,6,85,55,708,51,5,15,35,985,"0,588410991636798"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,39,2156,88,155,4,1713,"0,0292","0,1144","0,2866","0,4495",1792,2000,0,949,74,977,74,947,42,979,0,0,14,87,43,695,62,3,18,57,1023,"0,570870535714285"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,40,2106,202,151,3,1815,"0,0424","0,1631","0,3399","0,5212",1815,2000,0,1111,31,858,31,1111,14,1128,0,0,9,107,53,809,60,12,20,58,1142,"0,629201101928374"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,41,1053,233,75,0,924,"0,0509","0,1223","0,3528","0,5227",951,1000,0,589,8,403,8,589,12,585,0,0,7,55,23,424,45,1,14,16,597,"0,62776025236593"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,42,1932,198,107,7,1687,"0,035","0,1233","0,3989","0,5459",1687,1500,0,1069,22,409,22,1065,20,1067,0,0,10,98,32,767,66,11,28,55,1091,"0,646710136336692"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,43,1829,376,147,5,2036,"0,1135","0,2701","0,442","0,7397",2080,2030,0,1708,49,273,49,1707,31,1725,0,0,16,173,82,1272,107,10,23,42,1757,"0,844711538461538"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,44,1235,195,64,5,1142,"0,0385","0,1313","0,2294","0,486",1159,1000,0,764,21,215,21,761,10,772,0,0,7,80,37,545,59,2,7,35,785,"0,677308024158757"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,45,1994,239,152,3,1735,"0,0363","0,1372","0,302","0,5418",1729,1800,0,1115,21,664,21,1115,19,1117,0,0,14,87,32,813,65,8,35,63,1136,"0,657027183342972"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,46,1917,271,118,7,1597,"0,0344","0,1816","0,4627","0,6162",1745,1700,0,1149,13,535,13,1149,109,1053,3,0,5,96,52,768,65,13,15,39,1162,"0,665902578796561"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,47,2667,419,171,7,2453,"0,033","0,1056","0,1818","0,4187",2444,2100,0,1509,31,560,31,1504,31,1504,0,0,16,160,59,1071,105,10,28,55,1540,"0,630114566284779"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,48,1138,121,69,2,975,"0,0267","0,1087","0,2779","0,5415",995,1000,0,618,12,370,12,618,7,623,0,0,7,62,31,444,36,5,18,20,630,"0,633165829145728"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,49,2052,297,146,4,1769,"0,0153","0,0848","0,4257","0,5314",1813,2000,0,1166,24,810,24,1165,18,1171,0,0,13,104,63,857,75,10,13,36,1190,"0,656370656370656"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,50,2544,365,222,13,2207,"0,0227","0,072","0,3113","0,4671",2238,2000,0,1236,39,725,39,1234,18,1255,0,0,10,136,50,923,67,3,25,41,1275,"0,56970509383378"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,51,1790,151,136,4,1454,"0,0337","0,1176","0,2387","0,402999999999999",1484,1500,0,897,24,579,24,896,13,907,0,0,8,91,45,660,41,9,22,31,921,"0,620619946091644"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,52,2617,355,227,3,2437,"0,0217","0,0862","0,4103","0,5827",2574,2500,0,1636,29,835,29,1636,23,1642,0,0,16,170,57,1131,129,4,41,94,1665,"0,646853146853146"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,53,2239,171,174,10,1851,"0,0389","0,1594","0,3857","0,5343",1905,2000,0,1158,21,821,21,1157,17,1161,0,0,8,102,48,875,54,10,17,47,1179,"0,618897637795275"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,54,2436,183,160,7,2036,"0,026","0,0864","0,1248","0,5614",1999,2000,0,1200,36,764,36,1193,22,1207,0,0,9,108,51,907,60,5,23,44,1236,"0,618309154577288"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,55,1158,336,110,1,1419,"0,0761","0,1579","0,3256","0,6695",1419,1400,0,757,268,375,268,754,15,1007,0,0,2,79,40,775,59,6,15,31,1025,"0,722339675828047"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,56,2497,216,189,4,2014,"0,0412","0,1336","0,3178","0,4965",1909,2000,0,1245,20,735,20,1236,21,1235,0,0,6,102,59,961,53,9,22,23,1265,"0,662650602409638"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,57,2049,293,150,8,1909,"0,0482","0,1331","0,3253","0,5254",1977,2000,0,1217,9,774,9,1217,26,1200,0,0,16,167,56,807,91,7,31,25,1226,"0,620131512392514"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,58,1371,389,119,2,1331,"0,0406","0,1908","0,414","0,5718",1331,1100,0,966,14,120,14,963,26,951,0,0,6,92,32,734,46,5,13,23,980,"0,736288504883546"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,59,2145,134,160,3,1650,"0,0164","0,1412","0,3582","0,5109",2067,2000,0,1013,16,971,16,1013,9,1020,0,0,7,80,56,779,45,6,15,32,1029,"0,497822931785195"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,60,1095,107,67,1,934,"0,0268","0,0985","0,3426","0,5321",949,1000,0,548,42,410,42,548,10,580,0,0,5,48,27,417,41,11,10,21,590,"0,621707060063224"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,61,1852,249,140,3,1544,"0,0356","0,1399","0,331","0,4838",1559,1500,0,925,14,561,14,925,9,930,0,0,6,79,41,738,33,2,9,22,939,"0,602309172546504"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,62,300,391,0,0,406,"0,1084","0,1626","0,9409","0,9458",407,500,0,96,292,112,291,96,15,372,0,0,4,21,33,273,22,1,9,9,388,"0,953316953316953"
78,город Санкт-Петербург,1 Территориальная избирательная комиссия №1,63,300,205,0,0,284,"0,088","0,7958","0,9401","0,9894",281,300,0,188,93,19,93,188,12,269,0,0,2,10,15,220,9,1,4,8,281,1
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,104,1752,173,214,22,1551,"0,0593","0,1399","0,4068","0,5448",1582,1500,0,1117,114,269,114,1003,17,1100,0,0,22,116,37,799,48,6,24,48,1231,"0,778128950695322"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,105,2023,142,299,23,1719,"0,0419","0,2135","0,5742","0,6655",1771,1750,0,1291,19,440,19,1287,22,1284,0,0,9,102,54,960,81,7,21,50,1310,"0,739695087521174"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,106,1644,104,129,10,1466,"0,06","0,1187","0,3411","0,5034",1467,1500,0,866,24,610,24,866,4,886,0,0,7,91,28,626,62,2,17,53,890,"0,606680299931833"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,107,1555,220,179,7,1433,"0,0461","0,1445","0,4089","0,598",1404,1500,0,983,14,503,14,983,6,991,0,0,7,92,48,679,85,9,14,57,997,"0,71011396011396"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,108,1749,125,164,75,1452,"0,031","0,0902","0,2886","0,4545",1468,1500,0,914,88,498,88,822,10,900,0,0,1,66,23,667,67,4,18,54,1002,"0,682561307901907"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,109,1776,228,221,6,1634,"0,011","0,1316","0,3752","0,552",1634,1500,0,1048,58,394,58,1048,21,1085,0,0,18,88,45,777,84,4,20,49,1106,"0,676866585067319"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,110,1731,101,218,7,1408,"0,0554","0,0895","0,2642","0,4496",1450,1500,0,744,47,709,47,744,11,780,0,0,9,80,20,579,38,3,12,39,791,"0,54551724137931"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,111,1725,405,154,11,1760,"0,0375","0,1568","0,3682","0,4824",1726,1500,0,977,21,502,21,977,16,982,0,0,14,96,36,707,65,6,14,44,998,"0,578215527230591"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,112,1904,189,138,10,1866,"0,0525","0,1115","0,3119","0,4507",1901,1500,0,998,27,475,27,998,9,1016,0,0,13,125,46,685,63,9,21,54,1025,"0,539189900052603"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,113,1815,189,193,14,1626,"0,0461","0,1015","0,328999999999999","0,4963",1626,1500,0,941,26,533,26,939,17,948,0,0,9,93,33,682,61,6,19,45,967,"0,594710947109471"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,114,1190,61,452,10,1423,"0,0604","0,2481","0,5559","0,6781",1427,1200,0,994,61,145,61,993,6,1048,0,0,10,85,49,794,45,11,9,45,1055,"0,739313244569025"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,115,2396,218,275,25,2114,"0,0355","0,1159","0,3548","0,4995",2114,2000,0,1229,32,739,32,1229,9,1252,0,0,11,117,57,916,67,16,23,45,1261,"0,596499526963103"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,116,2659,170,235,15,2389,"0,0193","0,0578","0,3081","0,4462",2389,2000,0,1266,23,711,23,1266,21,1268,0,0,7,124,57,928,75,14,15,48,1289,"0,53955629970699"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,117,2029,173,184,8,1800,"0,0417","0,0667","0,35","0,4872",1801,1500,0,1026,22,452,22,1022,18,1026,0,0,15,111,40,755,43,4,20,38,1048,"0,581898945030538"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,118,1930,152,193,5,1714,"0,0432","0,0817","0,3034","0,4842",1963,1500,0,977,18,505,18,976,10,984,0,0,8,111,30,711,63,1,20,40,995,"0,506877228731533"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,119,2243,212,232,24,2011,"0,0323","0,0995","0,3416","0,4993",2004,2000,0,1181,100,719,100,1181,23,1258,0,0,17,124,51,883,76,10,29,68,1281,"0,639221556886227"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,120,1861,204,150,23,1731,"0,0445","0,0809","0,3235","0,4616",1743,1500,0,975,66,459,66,973,13,1026,0,0,9,87,30,712,83,3,27,75,1041,"0,597246127366609"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,121,1747,161,236,25,1469,"0,0497","0,1042","0,3057","0,4867",1472,1500,0,870,83,547,83,860,13,930,0,0,17,66,38,659,80,3,14,53,953,"0,647418478260869"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,122,1612,248,283,25,1369,"0,0482","0,0877","0,4069","0,5902",1458,1500,0,954,19,527,13,935,12,936,0,0,8,78,31,672,69,17,25,36,973,"0,667352537722908"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,123,1809,197,235,25,1561,"0,0557","0,0577","0,2947","0,4939",1644,1500,0,891,21,588,21,891,11,901,0,0,17,94,48,614,50,7,23,48,912,"0,554744525547445"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,124,2057,198,216,27,1826,"0,0296","0,0832","0,2897","0,4299",1777,1500,0,951,14,535,14,949,17,946,0,0,10,91,40,658,65,7,15,60,965,"0,54305008441193"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,125,1871,198,316,16,1550,"0,0348","0,1226","0,3477","0,509",1578,1500,0,955,19,526,19,954,24,949,0,0,7,77,34,709,52,5,24,41,974,"0,617237008871989"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,126,1658,88,296,14,1275,"0,0682","0,1592","0,3827","0,5569",1299,1500,0,839,23,638,23,838,15,846,0,0,6,76,49,620,47,10,7,31,862,"0,663587374903772"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,127,1745,137,213,25,1464,"0,0369","0,0956","0,3074","0,485",1467,1500,0,841,84,575,84,841,9,916,0,0,11,101,28,639,49,10,22,56,925,"0,630538513974096"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,128,1965,221,250,12,1791,"0,0486","0,1139","0,3618","0,5047",1820,1500,0,1052,23,425,23,1050,13,1060,0,0,8,90,46,786,47,13,18,52,1075,"0,59065934065934"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,129,1832,211,352,14,1479,"0,0297","0,1014","0,3854","0,5341",1491,1500,0,959,12,529,12,957,16,953,0,0,6,92,54,700,46,10,16,29,971,"0,651240778001341"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,130,2167,150,308,25,1822,"0,0307","0,0724","0,3293","0,4297",2137,2000,0,1032,33,935,33,1030,9,1054,0,0,14,79,57,761,55,6,20,62,1065,"0,498362189985961"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,131,1095,259,65,35,1116,"0,069","0,1066","0,3817","0,6084",1322,1000,0,795,5,199,5,794,10,789,1,0,10,82,32,529,65,7,28,36,800,"0,605143721633888"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,132,2219,150,431,13,1748,"0,028","0,147","0,392999999999999","0,5824",1750,2000,0,1233,126,641,126,1233,7,1352,0,0,6,118,60,962,97,8,24,77,1359,"0,776571428571428"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,133,2098,235,143,25,2026,"0,079","0,1431","0,346","0,5326",2067,1800,0,1234,103,463,103,1232,26,1309,0,0,11,105,63,983,66,13,20,48,1337,"0,646831156265118"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,134,1774,128,274,25,1914,"0,0439","0,3344","0,5543","0,7132",1996,1800,0,1496,17,287,17,1495,23,1489,0,0,8,87,96,1138,83,12,22,43,1513,"0,758016032064128"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,135,2257,124,137,23,2053,"0,0346","0,0925","0,3127","0,4608",2060,2000,0,1122,39,839,39,1120,20,1139,0,0,15,126,43,790,79,6,28,52,1161,"0,563592233009708"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,136,1857,102,184,25,1582,"0,0284","0,1062","0,3483","0,5619",1598,1500,0,1058,163,279,163,1056,10,1209,0,0,20,97,35,872,73,9,31,72,1221,"0,764080100125156"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,137,1260,367,145,25,1318,"0,0577","0,2648","0,6138","0,83",1406,1600,0,1278,20,302,20,1278,22,1276,0,0,16,113,47,928,87,8,24,53,1298,"0,923186344238975"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,138,1879,565,119,20,2149,"0,0349","0,1117","0,356","0,542999999999999",2151,1600,0,1378,18,204,18,1376,22,1372,0,0,21,183,47,929,99,10,34,49,1396,"0,649000464900046"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,139,1772,141,208,10,1563,"0,0473","0,1049","0,3999","0,5816",1601,1500,0,1047,79,374,79,1046,16,1109,0,0,12,87,45,783,87,13,25,57,1126,"0,703310430980637"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,140,1728,232,226,6,1588,"0,0516","0,0516","0,3785","0,5132",1602,1500,0,1020,25,455,25,1018,16,1027,0,0,17,99,37,673,106,6,29,60,1045,"0,65230961298377"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,141,1965,109,120,25,1756,"0,0478","0,0831","0,1503","0,488",1793,1500,0,983,13,504,13,983,14,982,0,0,7,113,54,704,47,8,10,39,996,"0,555493586168432"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,142,1845,114,150,6,1643,"0,0523","0,1266","0,4121","0,5338",1652,1500,0,988,111,401,111,985,18,1078,0,0,8,91,44,781,56,11,24,63,1099,"0,665254237288135"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,143,1290,53,174,75,1001,"0,0579","0,0949","0,3846","0,5694",1006,1000,0,643,11,346,11,643,12,642,0,0,11,64,26,457,24,3,14,43,654,"0,650099403578528"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,144,1716,84,220,75,1348,"0,0475","0,0861","0,3999","0,5712",1357,1500,0,878,28,594,28,876,4,900,0,0,10,77,33,676,52,6,8,38,906,"0,66764922623434"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,145,2011,338,115,9,2072,"0,0347","0,1042","0,3808","0,5352",2109,1500,0,1320,25,155,25,1320,24,1321,0,0,15,146,33,925,107,4,35,56,1345,"0,637743006164058"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,146,1671,141,159,18,1454,"0,0316","0,1059","0,3281","0,4457",1483,1500,0,769,5,726,5,768,3,770,0,0,3,68,41,595,34,7,8,14,774,"0,521915037086985"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,147,2049,174,214,13,1824,"0,057","0,1217","0,3322","0,4786",2041,2000,0,1022,19,959,19,1022,19,1022,0,0,12,97,39,745,57,6,18,48,1041,"0,510044096031357"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,148,2559,183,199,7,2355,"0,0365","0,0637","0,327","0,4798",2623,2000,0,1451,66,483,66,1449,13,1502,0,0,12,149,40,1048,108,15,40,90,1517,"0,578345406023637"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,149,1897,242,294,5,1672,"0,0443","0,1914","0,503","0,6866",1752,1500,0,1304,45,151,45,1303,30,1318,0,0,16,151,53,914,76,7,31,70,1349,"0,769977168949771"
78,город Санкт-Петербург,2 Территориальная избирательная комиссия №2,150,1645,74,162,10,1397,"0,0587","0,0587","0,3994","0,5412",1417,1500,0,896,27,577,27,896,12,911,0,0,8,88,23,674,57,4,19,38,923,"0,65137614678899"
