reg_id,Регион,Вышестоящая комиссия,№ УИК,Число избирателей на январь,МН пришли,МН ушли,исключенные в течение 4 дней,"Число избирателей, внесенных в списки избирателей",10.00,12.00,15.00,18.00,"1. Число избирателей, включенных в список избирателей","2. Число избирательных бюллетеней, полученных участковой избирательной комиссией","3. Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно","4. Число избирательных бюллетеней, выданных в помещении для голосования в день голосования","5. Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования",6. Число погашенных избирательных бюллетеней,7. Число избирательных бюллетеней в переносных ящиках для голосования,8. Число бюллетеней в стационарных ящиках для голосования,9. Число недействительных избирательных бюллетеней,10. Число действительных избирательных бюллетеней,11. Число утраченных избирательных бюллетеней,"12. Число избирательных бюллетеней, не учтенных при получении",13. Бабурин Сергей Николаевич,14. Грудинин Павел Николаевич,15. Жириновский Владимир Вольфович,16. Путин Владимир Владимирович,17. Собчак Ксения Анатольевна,18. Сурайкин Максим Александрович,19. Титов Борис Юрьевич,20. Явлинский Григорий Алексеевич,vidano,yavka
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,923,2075,235,285,8,1684,"0,0445","0,155","0,4698","0,6453",1983,2100,0,1259,25,816,25,1259,20,1264,0,0,10,115,43,972,58,8,18,40,1284,"0,64750378214826"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,924,1966,108,290,9,1600,"0,0285","0,1404","0,3711","0,5035",1731,2000,0,1022,34,944,34,1019,20,1033,0,0,14,96,43,737,56,8,25,54,1056,"0,610051993067591"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,925,2188,257,330,8,1774,"0,0439","0,1599","0,4705","0,6533",1822,2200,0,1342,43,815,43,1342,18,1367,0,0,16,137,52,981,93,6,22,60,1385,"0,760153677277716"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,926,2087,120,234,4,1689,"0,0231","0,1081","0,4124","0,5644",1715,2000,0,1159,63,778,63,1157,16,1204,0,0,13,96,39,851,94,17,30,64,1222,"0,712536443148688"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,927,2007,107,249,6,1652,"0,0424","0,1487","0,4036","0,5486",1769,2000,0,1037,26,937,26,1037,18,1045,0,0,11,103,49,760,41,9,21,51,1063,"0,600904465799887"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,928,1955,111,243,7,1615,"0,0241","0,133","0,3716","0,5305",1686,1900,0,1021,24,855,24,1017,15,1026,0,0,9,82,60,759,49,5,17,45,1045,"0,619810201660735"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,929,2006,281,230,6,1684,"0,0457","0,1838","0,4441","0,6055",1968,2000,0,1160,16,824,16,1159,18,1157,0,0,10,128,50,845,49,3,28,44,1176,"0,597560975609756"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,930,2064,67,297,7,1566,"0,0185","0,1298","0,4663","0,5776",1592,2000,0,1025,37,938,37,1025,15,1047,0,0,13,103,34,776,49,12,28,32,1062,"0,667085427135678"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,931,2086,380,281,1,1727,"0,0521","0,2558","0,5812","0,6901",1755,2000,0,1384,73,543,73,1384,18,1439,0,0,14,133,73,1077,78,8,13,43,1457,"0,83019943019943"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,932,1996,261,253,3,1650,"0,04","0,1709","0,5081","0,6484",1679,2000,0,1205,88,707,88,1205,18,1275,0,0,21,108,54,982,65,6,18,21,1293,"0,77010125074449"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,933,2100,126,266,3,1759,"0,0449","0,1574","0,4484","0,5783",1841,2000,0,1180,51,769,51,1176,14,1213,0,0,7,100,49,970,46,5,14,22,1231,"0,668658337859858"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,934,1971,104,280,3,1629,"0,035","0,1332","0,4024","0,5597",1653,2000,0,1080,36,884,36,1077,19,1094,0,0,15,88,52,830,55,11,19,24,1116,"0,67513611615245"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,935,2013,192,289,5,1615,"0,0383","0,1591","0,4564","0,5908",1656,2000,0,1113,31,856,31,1111,15,1127,0,0,8,95,47,898,34,7,16,22,1144,"0,690821256038647"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,936,2090,130,290,3,1727,"0,0405","0,1746","0,4804","0,6128",1753,2000,0,1188,27,785,27,1186,22,1191,0,0,17,88,65,926,45,7,13,30,1215,"0,693097547062179"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,937,2236,124,246,6,1954,"0,0235","0,151","0,4346","0,594",1976,2200,0,1349,38,813,38,1349,16,1371,0,0,21,122,53,1021,55,12,23,64,1387,"0,701923076923076"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,938,1989,91,263,4,1606,"0,0267","0,1023","0,3584","0,519",1641,2000,0,975,43,982,43,975,10,1008,0,0,11,69,67,761,41,2,21,36,1018,"0,620353443022547"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,939,2492,148,292,4,1997,"0,0435","0,1799","0,4481","0,5919",2402,2500,0,1370,42,1088,42,1368,19,1391,0,0,22,115,70,1081,50,10,15,28,1412,"0,587843463780183"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,940,1793,176,219,2,1813,"0,059","0,29","0,552","0,6906",2008,2200,0,1385,42,773,42,1383,12,1413,0,0,15,112,47,1151,42,4,16,26,1427,"0,710657370517928"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,941,2551,117,341,11,2076,"0,0236","0,096","0,393999999999999","0,5469",2125,2500,0,1334,21,1145,21,1331,17,1335,0,0,10,149,49,955,69,12,29,62,1355,"0,637647058823529"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,942,1422,160,197,5,1201,"0,0482","0,1935","0,4925","0,6091",1231,1500,0,850,22,628,22,850,6,866,0,0,9,72,34,656,42,1,15,37,872,"0,708367181153533"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,943,2198,211,224,2,1861,"0,0382","0,111999999999999","0,4052","0,6075",1893,2200,0,1230,93,877,93,1230,19,1304,0,0,14,120,41,951,97,6,17,58,1323,"0,698890649762282"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,944,2487,225,213,7,2150,"0,0409","0,1986","0,4197","0,5617",2654,2500,0,1395,29,1076,29,1379,26,1382,0,0,21,135,48,977,80,7,31,83,1424,"0,53654860587792"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,945,2067,387,273,9,1841,"0,0324","0,1621","0,473","0,6296",2128,2200,0,1455,29,716,29,1450,19,1460,0,0,10,137,61,1018,114,10,40,70,1484,"0,697368421052631"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,946,1626,112,176,4,1377,"0,0312","0,1095","0,3661","0,5249",1399,1600,0,881,80,639,80,870,21,929,0,0,5,94,30,657,48,12,17,66,961,"0,686919228020014"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,947,1634,152,156,5,1395,"0,0208","0,1366","0,3739","0,5324",1408,1600,0,880,81,639,81,878,9,950,0,0,11,108,31,650,67,7,24,52,961,"0,682528409090909"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,948,1421,188,169,4,1199,"0,0358","0,1564","0,4905","0,6346",1219,1400,0,864,66,470,66,861,10,917,0,0,5,82,34,670,50,7,18,51,930,"0,762920426579163"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,949,1515,167,139,2,1307,"0,0359","0,1613","0,4079","0,5986",1336,1500,0,914,24,562,24,890,13,901,0,0,4,67,33,685,49,6,14,43,938,"0,702095808383233"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,950,2376,127,216,1,2047,"0,04","0,1479","0,4046","0,557999999999999",2085,2300,0,1282,28,990,28,1281,14,1295,0,0,14,105,62,987,50,11,16,50,1310,"0,628297362110311"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,951,1861,223,210,3,1565,"0,0421","0,1485","0,4263","0,6161",1593,1900,0,1109,33,758,33,1107,19,1121,0,0,12,84,56,841,48,10,24,46,1142,"0,716886377903327"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,952,1933,230,237,5,1630,"0,0422","0,1582","0,4268","0,6089",1679,1900,0,1176,53,671,53,1174,16,1211,0,0,6,101,47,906,74,8,16,53,1229,"0,731983323406789"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,953,1875,116,259,5,1567,"0,0357","0,0783","0,4169","0,5847",1599,1900,0,1093,59,748,59,1093,7,1145,0,0,12,93,52,856,60,13,18,41,1152,"0,720450281425891"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,954,1852,380,309,2,1483,"0,0667","0,2377","0,5893","0,7591",1908,1800,0,1272,91,437,91,1266,23,1334,0,0,10,120,57,1011,50,15,22,49,1363,"0,714360587002096"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,955,1685,114,207,4,1373,"0,0378","0,1206","0,381","0,5301",1505,1600,0,843,66,691,66,843,7,902,0,0,9,96,44,669,39,6,10,29,909,"0,603986710963455"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,956,2226,92,309,4,1786,"0,0381","0,1604","0,3906","0,5372",1912,2200,0,1104,82,1014,82,1104,26,1160,0,0,10,94,49,900,39,11,20,37,1186,"0,620292887029288"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,957,2410,117,288,7,2022,"0,0237","0,1192","0,3974","0,556",2215,2400,0,1304,81,1015,81,1298,16,1363,0,0,16,111,50,1054,64,7,20,41,1385,"0,625282167042889"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,958,620,68,0,0,565,"0,0618","0,0954","0,3569","0,9748",586,1500,0,69,517,914,517,69,0,586,0,0,4,49,33,472,14,2,2,10,586,1
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,959,0,448,0,0,448,"0,1961","0,2922","0,4927","0,6569",490,500,0,416,0,84,0,414,2,412,0,0,3,69,28,260,29,2,10,11,416,"0,848979591836734"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,960,1974,373,399,4,1581,"0,0348","0,1501","0,4743","0,6626",1957,2000,0,1326,32,642,32,1326,17,1341,0,0,4,139,60,1018,60,5,26,29,1358,"0,693919264179867"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,961,2600,279,453,4,2146,"0,027","0,1324","0,4156","0,5881",2184,2600,0,1546,13,1041,13,1546,11,1548,0,0,9,168,64,1166,75,4,23,39,1559,"0,713827838827838"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,962,2820,184,561,8,2496,"0,0232","0,1006","0,3461","0,5018",2580,3000,0,1482,58,1460,58,1482,25,1515,0,0,16,155,82,1118,74,12,19,39,1540,"0,596899224806201"
78,город Санкт-Петербург,4 Территориальная избирательная комиссия №4,963,600,103,0,0,232,"0,1336","0,3319","0,7929","0,8761",339,700,0,106,233,361,200,102,4,298,0,0,0,23,20,227,15,0,7,6,339,1
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1422,1910,182,340,15,1774,"0,0654","0,2404","0,415","0,5532",1779,1500,0,1129,11,360,11,1128,13,1126,0,0,16,84,62,895,37,7,9,16,1140,"0,640809443507588"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1423,1974,50,210,33,1733,"0,0461","0,1538","0,3909","0,5183",1750,1500,0,1042,15,443,15,1042,20,1037,0,0,10,84,37,834,35,10,16,11,1057,"0,604"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1424,1944,89,248,20,1699,"0,0418","0,1547","0,3029","0,4302",1720,1500,0,830,22,648,22,826,6,842,0,0,5,61,37,680,28,8,12,11,852,"0,495348837209302"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1425,2038,60,235,34,1782,"0,0342","0,1471","0,3518","0,4645",1789,1800,0,957,30,813,30,954,16,968,0,0,4,63,65,744,42,7,12,31,987,"0,551704863051984"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1426,2048,96,254,25,1837,"0,0342","0,1268","0,5064","0,5056",1870,1800,0,1036,19,745,19,1036,10,1045,0,0,6,96,48,806,47,9,13,20,1055,"0,564171122994652"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1427,2042,82,223,24,1805,"0,0608","0,1293","0,335","0,4338",1821,1800,0,1007,31,762,31,1005,11,1025,0,0,9,87,48,799,42,7,14,19,1038,"0,570016474464579"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1428,2565,162,245,33,2384,"0,0604","0,12","0,39","0,5544",2486,2000,0,1527,22,451,22,1526,15,1533,0,0,26,171,66,1112,80,9,21,48,1549,"0,62308930008045"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1429,2340,134,309,33,2102,"0,0308","0,0557","0,3572","0,4781",2186,1800,0,1210,14,576,14,1198,12,1200,0,0,11,113,61,937,35,5,12,26,1224,"0,559926806953339"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1430,2218,169,221,11,2087,"0,0292","0,144","0,3885","0,5327",2092,1800,0,1236,22,542,22,1233,9,1246,0,0,12,104,59,964,50,2,20,35,1258,"0,60133843212237"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1431,1921,68,209,25,1870,"0,042","0,071","0,3236","0,4602",1984,1800,0,1040,14,746,14,1040,9,1045,0,0,6,87,41,810,53,10,9,29,1054,"0,53125"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1432,2350,67,221,35,2108,"0,0459","0,182","0,4029","0,5134",2127,2000,0,1179,31,790,31,1179,14,1196,0,0,6,91,58,940,45,8,16,32,1210,"0,568876351669017"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1433,2315,99,274,30,2052,"0,0375","0,1294","0,3694","0,4355",2071,2000,0,1106,27,867,27,1103,13,1117,0,0,14,105,52,890,19,6,14,17,1133,"0,547078705939159"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1434,2133,104,231,25,1908,"0,0309","0,1365","0,3068","0,4724",1921,1800,0,1052,21,727,21,1052,18,1055,0,0,11,94,50,821,41,5,14,19,1073,"0,558563248308172"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1435,2115,96,196,26,1932,"0,032","0,1437","0,356","0,5095",1941,1800,0,1138,29,633,29,1138,18,1149,0,0,6,84,54,923,37,8,18,19,1167,"0,601236476043276"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1436,2224,149,240,35,2035,"0,0403","0,1475","0,3537","0,5073",2042,2000,0,1180,20,800,20,1178,20,1178,0,0,9,99,67,896,61,7,12,27,1200,"0,58765915768854"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1437,2443,171,279,35,2253,"0,0517","0,1635","0,3913","0,5024",2323,2000,0,1361,36,603,36,1356,21,1371,0,0,16,128,56,1051,52,11,13,44,1397,"0,601377529057253"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1438,2015,53,243,17,1754,"0,0317","0,0947","0,35","0,5239",1800,1500,0,1031,20,449,20,1031,5,1046,0,0,9,94,45,821,32,7,10,28,1051,"0,583888888888888"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1439,2373,137,253,35,2200,"0,0405","0,1287","0,3709","0,4525",2250,2000,0,1291,14,695,14,1291,14,1291,0,0,7,134,55,998,48,10,16,23,1305,"0,58"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1440,1984,180,226,23,1883,"0,0345","0,0977","0,3191","0,4673",1896,1500,0,986,26,488,26,982,8,1000,0,0,9,88,51,778,23,8,15,28,1012,"0,533755274261603"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1441,2537,170,247,38,2344,"0,0307","0,1569","0,4017","0,5601",2346,2000,0,1534,14,452,14,1534,16,1532,0,0,13,142,55,1164,72,13,21,52,1548,"0,659846547314578"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1442,2524,114,273,34,2288,"0,0405","0,1319","0,3866","0,5573",2320,2000,0,1486,24,490,24,1482,18,1488,0,0,8,133,69,1146,67,9,20,36,1510,"0,650862068965517"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1443,2106,160,235,38,1949,"0,0226","0,1488","0,4035","0,5904",2023,1800,0,1400,20,380,20,1389,11,1398,0,0,12,134,55,1062,55,8,19,53,1420,"0,701927829955511"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1444,1924,133,182,29,1799,"0,02","0,1309","0,4099","0,5475",1810,1500,0,1146,36,318,36,1146,11,1171,0,0,11,85,51,939,39,4,17,25,1182,"0,653038674033149"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1445,2037,109,218,34,1840,"0,0408","0,1571","0,4045","0,5446",1849,1800,0,1134,39,627,39,1134,19,1154,0,0,9,90,53,903,51,6,11,31,1173,"0,634396971335857"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1446,2140,145,231,33,1970,"0,035","0,1425","0,4224","0,574",1980,1800,0,1278,21,501,21,1277,17,1281,0,0,16,115,49,985,53,14,12,37,1299,"0,656060606060606"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1447,2117,138,168,35,1996,"0,0285","0,1426","0,3786","0,5067",2225,1800,0,1111,35,654,35,1104,17,1122,0,0,10,102,55,867,36,4,18,30,1146,"0,515056179775281"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1448,2362,49,233,35,2080,"0,0331","0,1364","0,4083","0,5456",2082,2000,0,1275,22,703,22,1272,14,1280,0,0,11,123,68,979,42,12,17,28,1297,"0,62295869356388"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1449,2098,60,215,35,1866,"0,0284","0,1484","0,3934","0,5198",2144,1800,0,1103,28,669,28,1103,14,1117,0,0,9,104,43,867,41,7,10,36,1131,"0,527518656716418"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1450,1975,56,176,30,1791,"0,0301","0,1428","0,3664","0,4629",1793,1500,0,1017,34,449,34,1012,15,1031,0,0,8,86,41,827,34,4,10,21,1051,"0,586168432794199"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1451,2071,79,190,35,1860,"0,0408","0,1235","0,3425","0,4783",1899,1800,0,1030,37,733,37,1028,12,1053,0,0,12,74,50,817,40,14,16,30,1067,"0,56187467087941"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1452,1980,73,189,25,1795,"0,0329","0,151","0,3894","0,5064",1795,1500,0,1057,90,353,90,1057,13,1134,0,0,13,87,65,897,27,2,18,25,1147,"0,638997214484679"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1453,2318,75,209,20,2112,"0,0316","0,1161","0,384","0,512",2121,2000,0,1254,28,718,28,1228,9,1247,0,0,8,116,73,957,47,5,14,27,1282,"0,604431871758604"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1454,2108,114,195,20,1958,"0,0214","0,1031","0,3951","0,5174",1979,1800,0,1207,25,568,25,1207,20,1212,0,0,6,112,76,908,52,8,16,34,1232,"0,622536634663971"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1455,2479,203,241,4,2361,"0,0295","0,1267","0,3476","0,4832",2407,2000,0,1330,12,658,12,1328,22,1318,0,0,5,135,76,985,54,10,21,32,1342,"0,557540506855006"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1456,2370,206,210,38,2292,"0,0401","0,1745","0,3547","0,5122",2295,2000,0,1398,36,566,36,1345,23,1358,0,0,14,130,47,1057,43,3,18,46,1434,"0,624836601307189"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1457,2424,116,220,43,2198,"0,0246","0,1189","0,3797","0,5261",2249,2000,0,1318,32,650,32,1314,32,1314,0,0,5,124,49,1023,54,10,22,27,1350,"0,600266785237883"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1458,2398,52,222,45,2127,"0,0345","0,121","0,3773","0,5014",2184,2000,0,1330,33,637,33,1327,16,1344,0,0,15,123,69,1021,60,13,16,27,1363,"0,624084249084249"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1459,2675,119,240,50,2427,"0,0333","0,1315","0,3585","0,4933",2449,2500,0,1337,57,1106,57,1336,13,1380,0,0,12,116,54,1070,63,11,13,41,1394,"0,569211923233973"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1460,1984,75,236,15,1772,"0,0271","0,1194","0,3212","0,4524",1784,1500,0,996,67,437,67,996,8,1055,0,0,7,66,34,865,43,1,12,27,1063,"0,595852017937219"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1461,1956,169,176,25,1895,"0,0295","0,1409","0,319","0,5165",1909,1500,0,1106,32,362,32,1103,10,1125,0,0,5,94,46,874,45,13,16,32,1138,"0,59612362493452"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1462,2044,69,222,36,1817,"0,0292","0,1502","0,4213","0,5556",1843,1800,0,1124,32,644,32,1119,21,1130,0,0,4,100,52,841,70,4,15,44,1156,"0,627238198589256"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1463,2100,38,221,35,1840,"0,0293","0,1212","0,3771","0,5139",1866,1800,0,1070,23,707,23,1068,11,1080,0,0,9,86,44,844,39,11,16,31,1093,"0,585744908896034"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1464,2005,98,198,26,1816,"0,0463","0,1613","0,31","0,5622",1819,1500,0,1126,14,360,14,1126,13,1127,0,0,14,99,64,842,49,12,24,23,1140,"0,62671797691039"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1465,2159,195,214,45,2024,"0,036","0,1529","0,4211","0,5626",2028,1800,0,1266,14,520,14,1266,21,1259,0,0,13,150,40,928,56,10,12,50,1280,"0,631163708086785"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1466,2548,116,252,41,2287,"0,0236","0,1376","0,3515","0,4786",2302,2000,0,1213,29,758,29,1211,15,1225,0,0,6,130,73,892,47,8,25,44,1242,"0,539530842745438"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1467,2232,78,243,44,1957,"0,0408","0,1755","0,414","0,5783",1966,1800,0,1158,21,621,21,1158,15,1164,0,0,11,104,56,897,38,4,18,36,1179,"0,59969481180061"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1468,2197,61,205,33,2006,"0,0353","0,16","0,4206","0,5204",2076,1800,0,1206,34,560,34,1205,17,1222,0,0,10,90,58,955,50,9,18,32,1240,"0,597302504816955"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1469,2460,77,234,44,2224,"0,0309","0,1303","0,4066","0,5286",2308,2000,0,1388,24,588,24,1388,14,1398,0,0,17,123,71,1050,45,10,32,50,1412,"0,611785095320623"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1470,2560,139,237,45,2373,"0,04","0,1432","0,4017","0,5435",2392,2000,0,1418,48,534,48,1413,24,1437,0,0,17,118,73,1102,52,8,24,43,1466,"0,612876254180602"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1471,2390,142,230,45,2207,"0,0362","0,1301","0,3456","0,496",2314,2000,0,1319,56,625,56,1319,13,1362,0,0,14,111,56,1071,56,9,10,35,1375,"0,594209161624892"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1472,2044,87,235,28,1821,"0,0411","0,1304","0,4016","0,5205",1825,1800,0,1071,19,710,19,1068,13,1074,0,0,7,105,68,799,35,9,13,38,1090,"0,597260273972602"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1473,2402,224,239,45,2290,"0,0454","0,1301","0,3147","0,5074",2292,2000,0,1333,28,639,28,1321,13,1336,0,0,3,139,61,999,63,9,24,38,1361,"0,593804537521815"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1474,2189,79,234,45,1998,"0,04","0,1815","0,3485","0,4898",2017,1800,0,1244,29,527,29,1241,20,1250,0,0,11,101,50,962,61,10,18,37,1273,"0,631135349529003"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1475,2511,82,290,46,2179,"0,0271","0,1474","0,3058","0,4432",2191,2000,0,1207,28,765,28,1207,22,1213,0,0,8,129,62,890,67,4,17,36,1235,"0,563669557279781"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1476,2597,409,284,43,2675,"0,0351","0,0866","0,2943","0,492",2685,2500,0,1561,5,934,5,1561,25,1541,0,0,15,164,62,1158,87,6,21,28,1566,"0,583240223463687"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1477,3013,207,308,45,2876,"0,0451","0,1134","0,3846","0,4985",3497,2500,0,1850,11,639,11,1847,12,1846,0,0,15,259,53,1300,111,11,34,63,1861,"0,532170431798684"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1478,2621,137,237,41,2420,"0,0627","0,1426","0,3626","0,5755",2466,2000,0,1469,18,513,18,1467,18,1467,0,0,16,129,74,1105,56,11,27,49,1487,"0,603000811030008"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1479,2672,207,231,45,2529,"0,0612","0,222","0,3799","0,4884",2553,2500,0,1530,33,937,33,1530,14,1549,0,0,17,123,80,1202,61,14,20,32,1563,"0,612220916568742"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1480,2681,195,266,26,2519,"0,0425","0,1492","0,3646","0,4819",2541,2500,0,1456,40,1004,40,1456,20,1476,0,0,20,156,61,1058,75,11,21,74,1496,"0,588744588744588"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1481,2583,65,234,30,2348,"0,0289","0,1326","0,3323","0,4483",2362,2000,0,1249,30,721,30,1249,15,1264,0,0,11,110,54,1001,35,12,16,25,1279,"0,541490262489415"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1482,1981,62,203,26,1773,"0,0626","0,1578","0,38","0,5108",1794,1500,0,1075,26,399,26,1072,12,1086,0,0,12,97,44,833,39,11,16,34,1101,"0,613712374581939"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1483,1834,120,199,27,1673,"0,0251","0,1232","0,3944","0,5402",1681,1500,0,1060,26,414,26,1056,13,1069,0,0,8,107,38,812,46,6,20,32,1086,"0,646044021415824"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1484,1747,71,188,25,1586,"0,0315","0,1278","0,3715","0,4981",1588,1500,0,897,23,580,23,883,13,893,0,0,9,78,36,688,45,7,9,21,920,"0,579345088161209"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1485,2089,96,216,25,1725,"0,0284","0,1318","0,3899","0,5182",1731,1500,0,1022,32,446,32,1019,14,1037,0,0,10,74,38,813,43,5,12,42,1054,"0,608896591565569"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1486,2113,130,217,36,1930,"0,0269","0,124","0,3802","0,5351",1936,1800,0,1155,52,593,52,1153,20,1185,0,0,11,109,43,891,69,12,19,31,1207,"0,62345041322314"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1487,2348,87,222,45,2133,"0,0309","0,1316","0,363","0,5404",2143,2000,0,1282,22,696,22,1279,12,1289,0,0,14,157,45,949,59,10,19,36,1304,"0,608492767148856"
78,город Санкт-Петербург,5 Территориальная избирательная комиссия №5,1488,2221,109,224,35,2020,"0,0241","0,1347","0,3925","0,5503",2181,1800,0,1300,25,475,26,1297,17,1306,0,0,10,107,51,1015,51,7,16,49,1325,"0,607519486474094"
