Вышестоящая комиссия,№ УИК,vidano,yavka,puten
17 Территориальная избирательная комиссия №17,545,1052,"0,730048577376821","0,77069457659372"
17 Территориальная избирательная комиссия №17,546,878,"0,601369863013698","0,722095671981776"
17 Территориальная избирательная комиссия №17,547,1139,"0,690721649484536","0,718971631205673"
17 Территориальная избирательная комиссия №17,548,1991,"0,817323481116584","0,725263686589653"
17 Территориальная избирательная комиссия №17,549,1330,"0,729166666666666","0,783216783216783"
17 Территориальная избирательная комиссия №17,550,1187,"0,629040805511393","0,745977984758679"
17 Территориальная избирательная комиссия №17,551,1133,"0,651523864289821","0,773168578993821"
17 Территориальная избирательная комиссия №17,552,1057,"0,61453488372093","0,749285033365109"
17 Территориальная избирательная комиссия №17,553,1111,"0,723307291666666","0,769576957695769"
17 Территориальная избирательная комиссия №17,554,1112,"0,699811202013845","0,740107913669064"
17 Территориальная избирательная комиссия №17,555,1506,"0,741141732283464","0,766268260292164"
17 Территориальная избирательная комиссия №17,556,1501,"0,69813953488372","0,750832778147901"
17 Территориальная избирательная комиссия №17,557,1349,"0,748612652608213","0,716827279466271"
17 Территориальная избирательная комиссия №17,558,1249,"0,700112107623318","0,779023218574859"
17 Территориальная избирательная комиссия №17,559,1419,"0,631227758007117","0,743311641359363"
17 Территориальная избирательная комиссия №17,560,1045,"0,695276114437791","0,768421052631578"
17 Территориальная избирательная комиссия №17,561,1606,"0,836458333333333","0,753641545281823"
17 Территориальная избирательная комиссия №17,562,1890,"0,964777947932618","0,743343982960596"
17 Территориальная избирательная комиссия №17,563,1704,"0,736069114470842","0,741197183098591"
17 Территориальная избирательная комиссия №17,564,1095,"0,726609157266091","0,761643835616438"
17 Территориальная избирательная комиссия №17,565,1809,"0,710805500982318","0,721945826423438"
17 Территориальная избирательная комиссия №17,566,1574,"0,560142348754448","0,706369426751592"
17 Территориальная избирательная комиссия №17,567,1272,"0,707846410684474","0,724056603773584"
17 Территориальная избирательная комиссия №17,568,1494,"0,728780487804878","0,721877156659765"
17 Территориальная избирательная комиссия №17,569,1242,"0,606741573033707","0,711755233494364"
17 Территориальная избирательная комиссия №17,570,970,"0,813758389261744","0,733701657458563"
17 Территориальная избирательная комиссия №17,571,876,"0,871641791044776","0,684571428571428"
17 Территориальная избирательная комиссия №17,572,1603,"0,790433925049309","0,657517155333749"
17 Территориальная избирательная комиссия №17,573,2617,"0,97795216741405","0,88383645395491"
17 Территориальная избирательная комиссия №17,574,1266,"0,789769182782283","0,731437598736177"
17 Территориальная избирательная комиссия №17,2283,222,"0,837735849056603","0,743243243243243"
17 Территориальная избирательная комиссия №17,2284,500,"0,950570342205323","0,804"
17 Территориальная избирательная комиссия №17,2285,950,"0,95766129032258","0,66"
18 Территориальная избирательная комиссия №18,1612,1323,"0,747880158281515","0,758990053557765"
18 Территориальная избирательная комиссия №18,1613,1008,"0,797468354430379","0,7633973710819"
18 Территориальная избирательная комиссия №18,1614,835,"0,484338747099768","0,692307692307692"
18 Территориальная избирательная комиссия №18,1615,1026,"0,539432176656151","0,712195121951219"
18 Территориальная избирательная комиссия №18,1616,1357,"0,738704409363092","0,773899848254931"
18 Территориальная избирательная комиссия №18,1617,1053,"0,679354838709677","0,73378509196515"
18 Территориальная избирательная комиссия №18,1618,985,"0,679310344827586","0,729508196721311"
18 Территориальная избирательная комиссия №18,1619,1470,"0,741301059001512","0,768479776847977"
18 Территориальная избирательная комиссия №18,1620,1072,"0,520135856380397","0,704779756326148"
18 Территориальная избирательная комиссия №18,1621,1002,"0,521060842433697","0,802395209580838"
18 Территориальная избирательная комиссия №18,1622,1191,"0,507672634271099","0,676222596964586"
18 Территориальная избирательная комиссия №18,1623,769,"0,570898292501856","0,779527559055118"
18 Территориальная избирательная комиссия №18,1624,1001,"0,530471648118707","0,756243756243756"
18 Территориальная избирательная комиссия №18,1625,1019,"0,568004459308807","0,733071638861629"
18 Территориальная избирательная комиссия №18,1626,741,"0,714561234329797","0,756756756756756"
18 Территориальная избирательная комиссия №18,1627,1142,"0,718238993710691","0,707530647985989"
18 Территориальная избирательная комиссия №18,1628,1310,"0,578877596111356","0,724904214559387"
18 Территориальная избирательная комиссия №18,1629,958,"0,709104367135455","0,745302713987473"
18 Территориальная избирательная комиссия №18,1630,1083,"0,70599739243807","0,755813953488372"
18 Территориальная избирательная комиссия №18,1631,1431,"0,69941348973607","0,802521008403361"
18 Территориальная избирательная комиссия №18,1632,1522,"0,763672854992473","0,724230254350736"
18 Территориальная избирательная комиссия №18,1633,1216,"0,697647733792312","0,792186201163757"
18 Территориальная избирательная комиссия №18,1634,1153,"0,761558784676354","0,732870771899392"
18 Территориальная избирательная комиссия №18,1635,1319,"0,894843962008141","0,791411042944785"
18 Территориальная избирательная комиссия №18,1636,1417,"0,767190037899296","0,802399435426958"
18 Территориальная избирательная комиссия №18,1637,1760,"0,733639016256773","0,753700414446418"
18 Территориальная избирательная комиссия №18,1638,1378,"0,717334721499219","0,774545454545454"
18 Территориальная избирательная комиссия №18,1639,621,"0,570247933884297","0,718196457326892"
18 Территориальная избирательная комиссия №18,1640,983,"0,645436638214051","0,740590030518819"
18 Территориальная избирательная комиссия №18,1641,1417,"0,704274353876739","0,740296400846859"
18 Территориальная избирательная комиссия №18,1642,867,"0,772727272727272","0,668973471741637"
18 Территориальная избирательная комиссия №18,1643,1420,"0,633928571428571","0,742595204513399"
18 Территориальная избирательная комиссия №18,1644,1207,"0,719308700834326","0,639602319801159"
18 Территориальная избирательная комиссия №18,1645,730,"0,515901060070671","0,721606648199446"
18 Территориальная избирательная комиссия №18,1646,1422,"0,785635359116022","0,804654442877291"
18 Территориальная избирательная комиссия №18,1647,1491,"0,559474671669793","0,720617864338482"
18 Территориальная избирательная комиссия №18,1648,900,"0,720576461168935","0,816258351893095"
18 Территориальная избирательная комиссия №18,1649,882,"0,631805157593123","0,746031746031746"
18 Территориальная избирательная комиссия №18,1650,1273,"0,742707117852975","0,759714512291831"
18 Территориальная избирательная комиссия №18,1651,1790,"0,742430526752384","0,827547592385218"
18 Территориальная избирательная комиссия №18,1652,759,"0,636211232187762","0,829815303430079"
18 Территориальная избирательная комиссия №18,1653,877,"0,545059042883778","0,737442922374429"
18 Территориальная избирательная комиссия №18,1654,1910,"0,814498933901919","0,876439790575916"
18 Территориальная избирательная комиссия №18,1655,1486,"0,803243243243243","0,800134589502018"
18 Территориальная избирательная комиссия №18,1656,2041,"0,756486286137879","0,860852523272905"
18 Территориальная избирательная комиссия №18,1657,1728,"0,716715055993363","0,778240190249702"
18 Территориальная избирательная комиссия №18,1658,1507,"0,593307086614173","0,775049767750497"
18 Территориальная избирательная комиссия №18,1659,1607,"0,704824561403508","0,804741110417966"
18 Территориальная избирательная комиссия №18,1660,1522,"0,688687782805429","0,720677966101694"
18 Территориальная избирательная комиссия №18,1661,1829,"0,764632107023411","0,774370208105147"
18 Территориальная избирательная комиссия №18,1662,1579,"0,722985347985348","0,80367321089297"
18 Территориальная избирательная комиссия №18,1663,1311,"0,811262376237623","0,83066361556064"
18 Территориальная избирательная комиссия №18,1664,1244,"0,623871614844533","0,739058629232039"
18 Территориальная избирательная комиссия №18,1665,361,"0,965240641711229","0,806094182825484"
18 Территориальная избирательная комиссия №18,1667,753,1,"0,743691899070385"
19 Территориальная избирательная комиссия №19,1279,1105,"0,559777102330293","0,672727272727272"
19 Территориальная избирательная комиссия №19,1280,983,"0,451954022988505","0,715885947046843"
19 Территориальная избирательная комиссия №19,1281,1464,"0,573443008225616","0,707650273224043"
19 Территориальная избирательная комиссия №19,1282,1970,"0,640650406504065","0,735849056603773"
19 Территориальная избирательная комиссия №19,1283,1026,"0,656850192061459","0,702729044834308"
19 Территориальная избирательная комиссия №19,1284,1149,"0,527306103717301","0,720767888307155"
19 Территориальная избирательная комиссия №19,1285,886,"0,526128266033254","0,729638009049773"
19 Территориальная избирательная комиссия №19,1286,874,"0,672307692307692","0,740274599542334"
19 Территориальная избирательная комиссия №19,1287,819,"0,704213241616509","0,72039072039072"
19 Территориальная избирательная комиссия №19,1288,619,"0,661324786324786","0,681744749596122"
19 Территориальная избирательная комиссия №19,1289,782,"0,577974870657797","0,73170731707317"
19 Территориальная избирательная комиссия №19,1290,1159,"0,574615765989092","0,715025906735751"
19 Территориальная избирательная комиссия №19,1291,606,"0,604187437686939","0,712871287128712"
19 Территориальная избирательная комиссия №19,1292,872,"0,641648270787343","0,70264064293915"
19 Территориальная избирательная комиссия №19,1293,761,"0,671075837742504","0,680683311432325"
19 Территориальная избирательная комиссия №19,1294,1167,"0,604976671850699","0,707797772065124"
19 Территориальная избирательная комиссия №19,1295,742,"0,638554216867469","0,680592991913746"
19 Территориальная избирательная комиссия №19,1296,965,"0,694744420446364","0,688082901554404"
19 Территориальная избирательная комиссия №19,1297,1017,"0,696098562628336","0,679802955665024"
19 Территориальная избирательная комиссия №19,1298,1136,"0,551992225461613","0,708370044052863"
19 Территориальная избирательная комиссия №19,1299,903,"0,6","0,707641196013289"
19 Территориальная избирательная комиссия №19,1300,1394,"0,629914143696339","0,711414213926776"
19 Территориальная избирательная комиссия №19,1301,1254,"0,592067988668555","0,705741626794258"
19 Территориальная избирательная комиссия №19,1302,1263,"0,572789115646258","0,679365079365079"
19 Территориальная избирательная комиссия №19,1303,1325,"0,612292051756007","0,695849056603773"
19 Территориальная избирательная комиссия №19,1304,799,"0,663621262458471","0,699248120300751"
19 Территориальная избирательная комиссия №19,1305,930,"0,698198198198198","0,7"
19 Территориальная избирательная комиссия №19,1306,829,"0,524683544303797","0,684019370460048"
19 Территориальная избирательная комиссия №19,1307,1436,"0,632042253521126","0,720475192173305"
19 Территориальная избирательная комиссия №19,1308,1255,"0,564044943820224","0,737220447284345"
19 Территориальная избирательная комиссия №19,1309,1331,"0,58841732979664","0,74305033809166"
19 Территориальная избирательная комиссия №19,1310,645,"0,583710407239819","0,711627906976744"
19 Территориальная избирательная комиссия №19,1311,808,"0,649517684887459","0,717821782178217"
19 Территориальная избирательная комиссия №19,1312,964,"0,7093451066961","0,741701244813278"
19 Территориальная избирательная комиссия №19,1313,1148,"0,654503990877993","0,755226480836236"
19 Территориальная избирательная комиссия №19,1314,990,"0,662207357859531","0,748484848484848"
19 Территориальная избирательная комиссия №19,1315,810,"0,6","0,725247524752475"
19 Территориальная избирательная комиссия №19,1316,1740,"0,758169934640522","0,786658999424956"
19 Территориальная избирательная комиссия №19,1317,1039,"0,702501690331304","0,713185755534167"
19 Территориальная избирательная комиссия №19,1318,998,"0,548351648351648","0,727454909819639"
19 Территориальная избирательная комиссия №19,1319,1436,"0,652727272727272","0,739888423988842"
19 Территориальная избирательная комиссия №19,1320,943,"0,626162018592297","0,777895855472901"
19 Территориальная избирательная комиссия №19,1321,1114,"0,668266346730653","0,76032315978456"
19 Территориальная избирательная комиссия №19,1322,1314,"0,669042769857433","0,761068702290076"
19 Территориальная избирательная комиссия №19,1323,1032,"0,621686746987951","0,718446601941747"
19 Территориальная избирательная комиссия №19,1324,1328,"0,610013780431786","0,721385542168674"
19 Территориальная избирательная комиссия №19,1325,999,"0,603260869565217","0,685055165496489"
19 Территориальная избирательная комиссия №19,1326,816,"0,552471225457007","0,67361963190184"
19 Территориальная избирательная комиссия №19,1327,931,"0,576470588235294","0,725026852846401"
19 Территориальная избирательная комиссия №19,1328,944,"0,518396485447556","0,676906779661017"
19 Территориальная избирательная комиссия №19,1329,1139,"0,631374722838137","0,698858647936786"
19 Территориальная избирательная комиссия №19,1330,877,"0,584666666666666","0,702394526795895"
19 Территориальная избирательная комиссия №19,1331,657,"0,695238095238095","0,706422018348623"
19 Территориальная избирательная комиссия №19,1332,1118,"0,64699074074074","0,698568872987477"
19 Территориальная избирательная комиссия №19,1333,612,"0,620689655172413","0,724590163934426"
19 Территориальная избирательная комиссия №19,1334,564,"0,532577903682719","0,677304964539007"
19 Территориальная избирательная комиссия №19,1335,1164,"0,660238230289279","0,740326741186586"
19 Территориальная избирательная комиссия №19,1336,1452,"0,581497797356828","0,702274293590627"
19 Территориальная избирательная комиссия №19,1337,1692,"0,669568658488326","0,698213103904698"
19 Территориальная избирательная комиссия №19,1338,1126,"0,594508975712777","0,702486678507992"
19 Территориальная избирательная комиссия №19,1339,1011,"0,552459016393442","0,727722772277227"
19 Территориальная избирательная комиссия №19,1340,1772,"0,575137942226549","0,716789146410401"
19 Территориальная избирательная комиссия №19,1341,1137,"0,5921875","0,700704225352112"
19 Территориальная избирательная комиссия №19,1342,838,"0,583565459610027","0,673444976076555"
19 Территориальная избирательная комиссия №19,1343,1126,"0,590766002098635","0,692717584369449"
19 Территориальная избирательная комиссия №19,1344,1166,"0,611431567907708","0,731099656357388"
19 Территориальная избирательная комиссия №19,1345,1064,"0,622222222222222","0,729500471253534"
19 Территориальная избирательная комиссия №19,1346,1470,"0,618947368421052","0,714285714285714"
19 Территориальная избирательная комиссия №19,1347,1334,"0,666333666333666","0,741379310344827"
19 Территориальная избирательная комиссия №19,1348,1668,"0,704094554664415","0,736810551558753"
19 Территориальная избирательная комиссия №19,1349,2093,"0,801608579088471","0,819793205317577"
19 Территориальная избирательная комиссия №19,1350,1678,"0,592304977056124","0,715137067938021"
19 Территориальная избирательная комиссия №19,1351,1769,"0,561230964467005","0,719139297848244"
19 Территориальная избирательная комиссия №19,1352,1309,"0,609404096834264","0,698776758409785"
19 Территориальная избирательная комиссия №19,1353,260,"0,984848484848484","0,796153846153846"
20 Территориальная избирательная комиссия №20,1949,1589,"0,74988201982067","0,74826935179358"
20 Территориальная избирательная комиссия №20,1950,1609,"0,664876033057851","0,777985074626865"
20 Территориальная избирательная комиссия №20,1951,1498,"0,646246764452113","0,789966555183946"
20 Территориальная избирательная комиссия №20,1952,1164,"0,665903890160183","0,774914089347079"
20 Территориальная избирательная комиссия №20,1953,1715,"0,647414118535296","0,741690962099125"
20 Территориальная избирательная комиссия №20,1954,1596,"0,699080157687253","0,795112781954887"
20 Территориальная избирательная комиссия №20,1955,1355,"0,662915851272015","0,766789667896679"
20 Территориальная избирательная комиссия №20,1956,886,"0,613998613998614","0,743792325056433"
20 Территориальная избирательная комиссия №20,1957,1655,"0,631920580374188","0,747425802543912"
20 Территориальная избирательная комиссия №20,1958,1617,"0,643966547192353","0,75356921166977"
20 Территориальная избирательная комиссия №20,1959,848,"0,648814078041316","0,776595744680851"
20 Территориальная избирательная комиссия №20,1960,1570,"0,647155812036273","0,752866242038216"
20 Территориальная избирательная комиссия №20,1961,1681,"0,664952531645569","0,745389649018441"
20 Территориальная избирательная комиссия №20,1962,1561,"0,619690353314807","0,731582319026265"
20 Территориальная избирательная комиссия №20,1963,1743,"0,65625","0,756041426927502"
20 Территориальная избирательная комиссия №20,1964,977,"0,700860832137733","0,768679631525076"
20 Территориальная избирательная комиссия №20,1965,1229,"0,610531544957774","0,756712774613506"
20 Территориальная избирательная комиссия №20,1966,1633,"0,606161841128433","0,741104294478527"
20 Территориальная избирательная комиссия №20,1967,1483,"0,653303964757709","0,735670937289278"
20 Территориальная избирательная комиссия №20,1968,1727,"0,670419254658385","0,736537348002316"
20 Территориальная избирательная комиссия №20,1969,1526,"0,700642791551882","0,754754098360655"
20 Территориальная избирательная комиссия №20,1970,1171,"0,740202275600505","0,773697694278394"
20 Территориальная избирательная комиссия №20,1971,1211,"0,654948620876149","0,77667493796526"
20 Территориальная избирательная комиссия №20,1972,1155,"0,680612846199175","0,772294372294372"
20 Территориальная избирательная комиссия №20,1973,1206,"0,700348432055749","0,748547717842323"
20 Территориальная избирательная комиссия №20,1974,1524,"0,699403396053235","0,778215223097112"
20 Территориальная избирательная комиссия №20,1975,849,"0,608166189111747","0,784452296819788"
20 Территориальная избирательная комиссия №20,1976,1576,"0,752267303102625","0,788071065989847"
20 Территориальная избирательная комиссия №20,1977,1894,"0,691998538545853","0,695881731784582"
20 Территориальная избирательная комиссия №20,1978,1603,"0,633847370502174","0,780762023735165"
20 Территориальная избирательная комиссия №20,1979,1319,"0,648157248157248","0,745261561789234"
20 Территориальная избирательная комиссия №20,1980,1070,"0,738950276243094","0,74625468164794"
20 Территориальная избирательная комиссия №20,1981,1030,"0,638561686298822","0,759223300970873"
20 Территориальная избирательная комиссия №20,1982,1234,"0,701136363636363","0,795288383428107"
20 Территориальная избирательная комиссия №20,1983,184,1,"0,896739130434782"
20 Территориальная избирательная комиссия №20,1984,1623,"0,676531888286786","0,767570900123304"
20 Территориальная избирательная комиссия №20,1985,1292,"0,658847526772055","0,735658914728682"
20 Территориальная избирательная комиссия №20,1986,1145,"0,722397476340694","0,753280839895013"
20 Территориальная избирательная комиссия №20,1987,341,"0,971509971509971","0,885630498533724"
20 Территориальная избирательная комиссия №20,1988,1096,"0,664645239539114","0,791970802919708"
20 Территориальная избирательная комиссия №20,1989,1106,"0,719583604424203","0,755434782608695"
20 Территориальная избирательная комиссия №20,1990,786,"0,67993079584775","0,782442748091603"
20 Территориальная избирательная комиссия №20,1991,607,"0,577545195052331","0,784184514003294"
20 Территориальная избирательная комиссия №20,1992,1373,"0,635648148148148","0,774217042971595"
20 Территориальная избирательная комиссия №20,1993,617,"0,695603156708004","0,748376623376623"
20 Территориальная избирательная комиссия №20,1994,1421,"0,607524583155194","0,787473610133708"
20 Территориальная избирательная комиссия №20,1995,1504,"0,600159616919393","0,772606382978723"
20 Территориальная избирательная комиссия №20,1996,2196,"0,708615682478218","0,746446584135717"
20 Территориальная избирательная комиссия №20,1997,864,"0,664104534973097","0,762731481481481"
20 Территориальная избирательная комиссия №20,1998,1569,"0,71939477303989","0,755258126195028"
20 Территориальная избирательная комиссия №20,1999,1327,"0,652088452088452","0,784743202416918"
20 Территориальная избирательная комиссия №20,2000,1331,"0,539959432048681","0,818181818181818"
20 Территориальная избирательная комиссия №20,2001,1621,"0,625144620131122","0,753855644663787"
20 Территориальная избирательная комиссия №20,2002,975,"0,700431034482758","0,788717948717948"
20 Территориальная избирательная комиссия №20,2003,1468,"0,586730615507594","0,792234332425068"
20 Территориальная избирательная комиссия №20,2004,1584,"0,682464454976303","0,791535060012634"
20 Территориальная избирательная комиссия №20,2005,1618,"0,720071206052514","0,786773794808405"
20 Территориальная избирательная комиссия №20,2006,1562,"0,775956284153005","0,784250960307298"
20 Территориальная избирательная комиссия №20,2007,1287,"0,743071593533487","0,829836829836829"
20 Территориальная избирательная комиссия №20,2008,1803,"0,754077791718946","0,825845812534664"
20 Территориальная избирательная комиссия №20,2009,1637,"0,747488584474885","0,808796579108124"
20 Территориальная избирательная комиссия №20,2010,1686,"0,677925211097708","0,745692216280451"
20 Территориальная избирательная комиссия №20,2011,1622,"0,600296076980014","0,760074395536267"
20 Территориальная избирательная комиссия №20,2012,1638,"0,650516282764098","0,743433109346365"
20 Территориальная избирательная комиссия №20,2013,1389,"0,610817941952506","0,772498200143988"
20 Территориальная избирательная комиссия №20,2014,1543,"0,577902621722846","0,766688269604666"
20 Территориальная избирательная комиссия №20,2015,1425,"0,560141509433962","0,792280701754385"
20 Территориальная избирательная комиссия №20,2016,1457,"0,679254079254079","0,767857142857142"
20 Территориальная избирательная комиссия №20,2017,1494,"0,680637813211845","0,7696440564137"
20 Территориальная избирательная комиссия №20,2018,1814,"0,650412334169953","0,808181315644002"
20 Территориальная избирательная комиссия №20,2019,915,"0,436545801526717","0,812021857923497"
20 Территориальная избирательная комиссия №20,2020,1293,"0,680168332456601","0,750193348801237"
20 Территориальная избирательная комиссия №20,2021,1279,"0,653885480572597","0,802189210320562"
20 Территориальная избирательная комиссия №20,2022,345,"0,940054495912806","0,837681159420289"
21 Территориальная избирательная комиссия №21,826,1245,"0,558045719408337","0,762248995983935"
21 Территориальная избирательная комиссия №21,827,1077,"0,592409240924092","0,78810408921933"
21 Территориальная избирательная комиссия №21,828,1185,"0,602440264361972","0,752533783783783"
21 Территориальная избирательная комиссия №21,829,1231,"0,579839849269901","0,785540211210398"
21 Территориальная избирательная комиссия №21,830,1262,"0,602962255136168","0,766244057052297"
21 Территориальная избирательная комиссия №21,831,1386,"0,598187311178247","0,787157287157287"
21 Территориальная избирательная комиссия №21,832,1167,"0,58643216080402","0,81491002570694"
21 Территориальная избирательная комиссия №21,833,1260,"0,605478135511773","0,775396825396825"
21 Территориальная избирательная комиссия №21,834,1191,"0,612654320987654","0,812973883740522"
21 Территориальная избирательная комиссия №21,835,1520,"0,598896769109535","0,808552631578947"
21 Территориальная избирательная комиссия №21,836,1394,"0,628210905813429","0,814761215629522"
21 Территориальная избирательная комиссия №21,837,1272,"0,53467843631778","0,816679779701022"
21 Территориальная избирательная комиссия №21,838,1385,"0,628117913832199","0,808526011560693"
21 Территориальная избирательная комиссия №21,839,1527,"0,626847290640394","0,783235101506221"
21 Территориальная избирательная комиссия №21,840,1410,"0,621145374449339","0,775017743080198"
21 Территориальная избирательная комиссия №21,841,1341,"0,616835326586936","0,797166293810589"
21 Территориальная избирательная комиссия №21,842,1285,"0,545184556639796","0,784435797665369"
21 Территориальная избирательная комиссия №21,843,820,"0,581973030518097","0,792429792429792"
21 Территориальная избирательная комиссия №21,844,1478,"0,584651898734177","0,790257104194858"
21 Территориальная избирательная комиссия №21,845,1505,"0,606854838709677","0,781395348837209"
21 Территориальная избирательная комиссия №21,846,1420,"0,594639865996649","0,748414376321353"
21 Территориальная избирательная комиссия №21,847,1227,"0,570697674418604","0,779136104319478"
21 Территориальная избирательная комиссия №21,848,1074,"0,551617873651772","0,800744878957169"
21 Территориальная избирательная комиссия №21,849,1293,"0,556129032258064","0,790085205267234"
21 Территориальная избирательная комиссия №21,850,1308,"0,564036222509702","0,765876052027543"
21 Территориальная избирательная комиссия №21,851,1244,"0,568036529680365","0,77572347266881"
21 Территориальная избирательная комиссия №21,852,1173,"0,528616493916178","0,791133844842284"
21 Территориальная избирательная комиссия №21,853,1217,"0,555707762557077","0,798685291700903"
21 Территориальная избирательная комиссия №21,854,1275,"0,579545454545454","0,780392156862745"
21 Территориальная избирательная комиссия №21,855,1309,"0,596899224806201","0,791124713083397"
21 Территориальная избирательная комиссия №21,856,1275,"0,603122043519394","0,796078431372549"
21 Территориальная избирательная комиссия №21,857,1341,"0,589191564147627","0,794183445190156"
21 Территориальная избирательная комиссия №21,858,1255,"0,556541019955654","0,795219123505976"
21 Территориальная избирательная комиссия №21,859,1252,"0,587793427230046","0,801916932907348"
21 Территориальная избирательная комиссия №21,860,1257,"0,538560411311054","0,794892258579409"
21 Территориальная избирательная комиссия №21,861,1268,"0,604097189137684","0,769716088328075"
21 Территориальная избирательная комиссия №21,862,1160,"0,62131762185324","0,803108808290155"
21 Территориальная избирательная комиссия №21,863,1083,"0,55968992248062","0,76894639556377"
21 Территориальная избирательная комиссия №21,864,1198,"0,597804391217564","0,787979966611018"
21 Территориальная избирательная комиссия №21,865,1333,"0,571857571857571","0,778694673668417"
21 Территориальная избирательная комиссия №21,866,1161,"0,567448680351906","0,792241379310344"
21 Территориальная избирательная комиссия №21,867,1107,"0,544515494343335","0,771454381210478"
21 Территориальная избирательная комиссия №21,868,1107,"0,567110655737704","0,799457994579945"
21 Территориальная избирательная комиссия №21,869,1155,"0,592915811088295","0,798268398268398"
21 Территориальная избирательная комиссия №21,870,1184,"0,564346997140133","0,803722504230118"
21 Территориальная избирательная комиссия №21,871,1076,"0,559251559251559","0,805581395348837"
21 Территориальная избирательная комиссия №21,872,915,"0,521070615034168","0,775465498357064"
21 Территориальная избирательная комиссия №21,873,1221,"0,561121323529411","0,807017543859649"
21 Территориальная избирательная комиссия №21,874,1313,"0,531363820315661","0,786585365853658"
21 Территориальная избирательная комиссия №21,875,1111,"0,518674136321195","0,795679567956795"
21 Территориальная избирательная комиссия №21,876,734,"0,644991212653778","0,817438692098092"
21 Территориальная избирательная комиссия №21,877,1069,"0,606696935300794","0,847521047708138"
21 Территориальная избирательная комиссия №21,878,1037,"0,622075584883023","0,802314368370298"
21 Территориальная избирательная комиссия №21,879,977,"0,58502994011976","0,814358974358974"
21 Территориальная избирательная комиссия №21,880,802,"0,540431266846361","0,793017456359102"
21 Территориальная избирательная комиссия №21,881,834,"0,609649122807017","0,773109243697479"
21 Территориальная избирательная комиссия №21,882,1150,"0,579345088161209","0,761739130434782"
21 Территориальная избирательная комиссия №21,883,1002,"0,552066115702479","0,792415169660678"
21 Территориальная избирательная комиссия №21,884,1033,"0,528929851510496","0,778315585672797"
21 Территориальная избирательная комиссия №21,885,1048,"0,538263995891114","0,78831417624521"
21 Территориальная избирательная комиссия №21,886,1353,"0,593942054433713","0,781065088757396"
21 Территориальная избирательная комиссия №21,887,1320,"0,572668112798264","0,8013646702047"
21 Территориальная избирательная комиссия №21,888,1125,"0,593354430379746","0,755555555555555"
21 Территориальная избирательная комиссия №21,889,1093,"0,613355780022446","0,771271729185727"
21 Территориальная избирательная комиссия №21,890,1077,"0,62652705061082","0,766016713091922"
21 Территориальная избирательная комиссия №21,891,1129,"0,567621920563097","0,770186335403726"
21 Территориальная избирательная комиссия №21,892,768,"0,588505747126436","0,766927083333333"
21 Территориальная избирательная комиссия №21,893,385,"0,982142857142857","0,849350649350649"
21 Территориальная избирательная комиссия №21,894,1438,1,"0,734353268428372"
22 Территориальная избирательная комиссия №22,330,1379,"0,665219488663772","0,719158200290275"
22 Территориальная избирательная комиссия №22,331,761,"0,598741148701809","0,687747035573122"
22 Территориальная избирательная комиссия №22,332,1296,"0,633431085043988","0,710077519379845"
22 Территориальная избирательная комиссия №22,333,1362,"0,650429799426934","0,736029411764705"
22 Территориальная избирательная комиссия №22,334,1686,"0,793038570084666","0,802139037433155"
22 Территориальная избирательная комиссия №22,335,784,"0,732710280373831","0,715561224489795"
22 Территориальная избирательная комиссия №22,336,1280,"0,659793814432989","0,726348709929632"
22 Территориальная избирательная комиссия №22,337,1016,"0,649616368286445","0,742603550295858"
22 Территориальная избирательная комиссия №22,338,1218,"0,69959793222286","0,641447368421052"
22 Территориальная избирательная комиссия №22,339,862,"0,635224760501105","0,735498839907192"
22 Территориальная избирательная комиссия №22,340,1071,"0,679137603043753","0,657329598506069"
22 Территориальная избирательная комиссия №22,341,1053,"0,687336814621409","0,694947569113441"
22 Территориальная избирательная комиссия №22,342,1330,"0,705570291777188","0,722727272727272"
22 Территориальная избирательная комиссия №22,343,3276,"0,987341772151898","0,825688073394495"
22 Территориальная избирательная комиссия №22,344,1409,"0,696490360850222","0,709013484740951"
22 Территориальная избирательная комиссия №22,345,1428,"0,765273311897106","0,681658468025298"
22 Территориальная избирательная комиссия №22,346,1063,"0,72658920027341","0,695202257761053"
22 Территориальная избирательная комиссия №22,347,1424,"0,596564725596983","0,6917663617171"
22 Территориальная избирательная комиссия №22,348,1289,"0,712154696132596","0,686578743211792"
22 Территориальная избирательная комиссия №22,349,1132,"0,757697456492637","0,61080586080586"
22 Территориальная избирательная комиссия №22,350,1599,"0,730470534490635","0,693416927899686"
22 Территориальная избирательная комиссия №22,351,1034,"0,710652920962199","0,712890625"
22 Территориальная избирательная комиссия №22,352,1035,"0,739814152966404","0,714563106796116"
22 Территориальная избирательная комиссия №22,353,1014,"0,75166790214974","0,711045364891518"
22 Территориальная избирательная комиссия №22,354,1014,"0,710581639803784","0,720238095238095"
22 Территориальная избирательная комиссия №22,355,1262,"0,666314677930306","0,658982511923688"
22 Территориальная избирательная комиссия №22,356,1116,"0,649970879440885","0,675967596759676"
22 Территориальная избирательная комиссия №22,357,1114,"0,554228855721393","0,681569343065693"
22 Территориальная избирательная комиссия №22,358,1170,"0,802469135802469","0,690394511149228"
22 Территориальная избирательная комиссия №22,359,936,"0,653175157013258","0,675213675213675"
22 Территориальная избирательная комиссия №22,360,722,"0,602671118530884","0,670360110803324"
22 Территориальная избирательная комиссия №22,361,1228,"0,70332187857961","0,705306122448979"
