% пу,явка,Вышестоящая комиссия,№ УИК,"Число избирателей, внесенных в списки избирателей",10.00,12.00,15.00,18.00,"1. Число избирателей, включенных в список избирателей","2. Число избирательных бюллетеней, полученных участковой избирательной комиссией","3. Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно","4. Число избирательных бюллетеней, выданных в помещении для голосования в день голосования","5. Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования",6. Число погашенных избирательных бюллетеней,7. Число избирательных бюллетеней в переносных ящиках для голосования,8. Число бюллетеней в стационарных ящиках для голосования,9. Число недействительных избирательных бюллетеней,10. Число действительных избирательных бюллетеней,11. Число утраченных избирательных бюллетеней,"12. Число избирательных бюллетеней, не учтенных при получении",13. Бабурин Сергей Николаевич,14. Грудинин Павел Николаевич,15. Жириновский Владимир Вольфович,16. Путин Владимир Владимирович,17. Собчак Ксения Анатольевна,18. Сурайкин Максим Александрович,19. Титов Борис Юрьевич,20. Явлинский Григорий Алексеевич
0.779935275080906,0.561053109396278,5 Всеволожская,211,2181,0.0092,0.1513,0.4718,0.4718,2203,2000,0,1226,10,764,10,1226,14,1222,0,0,11,109,62,964,29,14,16,17
0.761255115961801,0.5979633401222,5 Всеволожская,212,2427,0.0639,0.1698,0.4145,0.5126,2455,2400,0,1433,35,932,35,1431,10,1456,0,0,17,154,71,1116,41,12,11,34
0.790247678018576,0.580978017048004,5 Всеволожская,213,2135,0.0562,0.1457,0.3705,0.5133,2229,2000,0,1268,27,705,27,1265,11,1281,0,0,7,98,56,1021,54,7,16,22
0.779342723004695,0.610315186246418,5 Всеволожская,214,2061,0.0378,0.18,0.3995,0.5206,2094,2000,0,1254,24,722,24,1254,22,1256,0,0,11,111,55,996,28,16,16,23
0.775478927203065,0.552731893265566,5 Всеволожская,215,2325,0.0357,0.1626,0.3957,0.4805,2361,2300,0,1291,14,995,14,1291,11,1294,0,0,14,111,65,1012,36,14,18,24
0.777952755905512,0.590148698884758,5 Всеволожская,216,1057,0.0322,0.2015,0.3621,0.4939,1076,1000,0,630,5,365,5,630,13,622,0,0,4,56,27,494,18,3,6,14
0.79026651216686,0.620863309352518,5 Всеволожская,217,1587,0.0265,0.1279,0.4424,0.4876,1390,1300,0,847,16,437,16,847,12,851,0,0,10,72,28,682,29,4,13,13
0.758233532934132,0.619666048237477,5 Всеволожская,218,2117,0.0302,0.145,0.4317,0.5153,2156,2000,0,1316,20,664,20,1316,10,1326,0,0,12,145,53,1013,40,13,18,32
0.748711340206185,0.623543591803937,5 Всеволожская,219,2471,0.0332,0.1404,0.1394,0.5147,2489,2400,0,1532,20,848,20,1532,19,1533,0,0,10,173,61,1162,46,14,23,44
0.873333333333333,0.882352941176471,1 Бокситогорская,22,192,0.0781,0.3906,0.709,0.8621,170,180,0,68,82,30,82,68,0,150,0,0,0,5,14,131,0,0,0,0
0.793139841688654,0.760128359406338,5 Всеволожская,220,2385,0.0839,0.3417,0.4277,0.649,2493,2000,0,1680,215,105,215,1680,27,1868,0,0,11,162,75,1503,52,8,26,31
0.719405003380663,0.583892617449664,5 Всеволожская,221,2517,0.0675,0.1518,0.3139,0.4723,2533,2000,0,1456,23,521,23,1456,15,1464,0,0,10,189,73,1064,58,9,25,36
0.752285191956124,0.480280455740578,5 Всеволожская,222,2213,0.0068,0.1356,0.2395,0.3916,2282,2000,0,1063,33,904,33,1061,17,1077,0,0,13,105,48,823,49,6,7,26
0.785892116182573,0.5474784189005,5 Всеволожская,223,2146,0.0275,0.1659,0.2936,0.4202,2201,2000,0,1130,75,795,75,1130,8,1197,0,0,6,113,42,947,31,10,11,37
0.714964370546318,0.520395550061805,5 Всеволожская,224,1618,0.0173,0.1026,0.2991,0.4326,1618,1500,0,784,58,658,58,784,8,834,0,0,4,100,34,602,50,5,15,24
0.73,0.661382650814619,5 Всеволожская,225,2144,0.0513,0.0933,0.2617,0.4404,2271,1900,0,1493,9,398,9,1491,14,1486,0,0,13,161,69,1095,62,12,30,44
0.754702194357367,0.650101419878296,5 Всеволожская,226,1935,0.0517,0.1964,0.3315,0.4789,1972,1800,0,1276,6,518,6,1270,16,1260,0,0,13,131,45,963,49,7,22,30
0.770942408376963,0.702342673403767,5 Всеволожская,227,2141,0.0402,0.2064,0.4143,0.6074,2177,2000,0,1524,5,471,5,1523,21,1507,0,0,13,178,55,1178,40,7,19,17
0.716937354988399,0.581818181818182,5 Всеволожская,228,1485,0.0269,0.1347,0.1347,0.5118,1485,1300,0,827,37,436,37,825,15,847,0,0,6,97,26,618,44,6,19,31
0.711442786069652,0.494945410432673,5 Всеволожская,229,2257,0.0287,0.0816,0.0816,0.4488,2473,2000,0,1206,18,776,18,1188,9,1197,0,0,14,169,50,858,54,7,18,27
0.805309734513274,0.672619047619048,1 Бокситогорская,23,366,0.082,0.2869,0.4796,0.5586,336,350,0,211,15,124,15,211,3,223,0,0,1,16,17,182,0,3,2,2
0.760248447204969,0.607924528301887,5 Всеволожская,230,2650,0.0475,0.1423,0.1423,0.5057,2650,2200,0,1600,11,589,11,1599,11,1599,0,0,7,178,85,1224,65,5,14,21
0.759969325153374,0.574702512119877,5 Всеволожская,231,2196,0.0282,0.1239,0.1239,0.5036,2269,2000,0,1301,3,696,3,1301,7,1297,0,0,13,123,58,991,55,8,19,30
0.801242236024845,0.549488054607509,5 Всеволожская,232,1404,0.0292,0.1574,0.1574,0.51,1465,1400,0,799,6,595,6,799,11,794,0,0,3,76,28,645,15,13,4,10
0.804395604395605,0.603448275862069,5 Всеволожская,233,1529,0.0249,0.1341,0.1341,0.4774,1508,1600,0,897,13,690,13,897,18,892,0,0,4,85,27,732,20,1,9,14
0.772222222222222,0.6,6 Выборгская,234,896,0.1027,0.2299,0.4644,0.5489,900,800,0,531,9,260,9,531,9,531,0,0,2,68,20,417,8,5,4,7
0.770212765957447,0.554463232402674,6 Выборгская,235,2507,0.0499,0.1331,0.3987,0.4734,2543,2150,0,1379,31,740,31,1379,18,1392,0,0,7,132,105,1086,23,8,7,24
0.73432518597237,0.682378535170413,6 Выборгская,236,1417,0.103,0.1129,0.2607,0.4087,1379,1150,0,831,110,209,110,831,16,925,0,0,9,96,81,691,16,1,7,24
0.718004338394794,0.536670547147846,6 Выборгская,237,1641,0.0621,0.1606,0.2991,0.4095,1718,1450,0,902,20,528,20,902,37,885,0,0,10,97,54,662,27,2,16,17
0.743820224719101,0.542682926829268,6 Выборгская,238,857,0.0309,0.136,0.3545,0.4518,820,750,0,433,12,305,12,433,3,442,0,0,3,57,32,331,8,2,4,5
0.760726072607261,0.759398496240602,6 Выборгская,239,790,0.1506,0.3543,0.5721,0.657,798,700,0,488,118,94,118,488,6,600,0,0,6,43,51,461,18,3,4,14
0.84027105517909,0.81919111816019,1 Бокситогорская,24,1273,0.1171,0.456,0.6792,0.7715,1261,1200,0,899,134,167,134,899,6,1027,0,0,4,66,60,868,13,7,3,6
0.708487084870849,0.562402900051787,6 Выборгская,240,1896,0.0599,0.1801,0.3474,0.4777,1931,1650,0,1048,38,564,38,1046,10,1074,0,0,14,114,65,768,54,11,19,29
0.754601226993865,0.713035870516185,6 Выборгская,241,1124,0.1062,0.2544,0.4745,0.5979,1143,1150,0,808,7,335,7,808,18,797,0,0,7,99,52,615,7,4,6,7
0.710344827586207,0.600183823529412,6 Выборгская,242,2049,0.0595,0.2003,0.4663,0.5699,2176,1750,0,1274,32,444,32,1273,14,1291,0,0,9,179,68,927,49,11,22,26
0.732885906040269,0.588328075709779,6 Выборгская,243,1228,0.0798,0.1378,0.426,0.5229,1268,1050,0,722,24,304,24,721,11,734,0,0,8,98,36,546,20,6,3,17
0.74037674037674,0.652941176470588,6 Выборгская,244,1852,0.0562,0.1763,0.3748,0.5619,1870,1600,0,1195,26,379,26,1195,17,1204,0,0,11,119,54,904,51,8,25,32
0.742816091954023,0.570491803278689,6 Выборгская,245,1197,0.0842,0.2266,0.3612,0.5074,1220,1050,0,672,24,354,24,672,7,689,0,0,6,80,41,517,21,6,5,13
0.722328244274809,0.579150579150579,6 Выборгская,246,1783,0.0524,0.2021,0.3503,0.526,1813,1550,0,1009,41,500,41,1007,12,1036,0,0,6,120,55,757,44,8,23,23
0.758584807492196,0.667361111111111,6 Выборгская,247,1425,0.0211,0.0646,0.3718,0.427,1440,1250,0,918,43,289,43,918,19,942,0,0,4,90,46,729,29,6,18,20
0.698492462311558,0.594384707287933,6 Выборгская,248,1642,0.0615,0.0938,0.3959,0.5305,1674,1450,0,970,25,455,25,970,9,986,0,0,10,117,57,695,59,7,14,27
0.740518962075848,0.595252225519288,6 Выборгская,249,1670,0.0162,0.0898,0.3385,0.4679,1685,1400,0,918,85,397,85,917,9,993,0,0,15,98,65,742,33,6,9,25
0.825870646766169,0.738970588235294,1 Бокситогорская,25,589,0.0475,0.2305,0.4924,0.6246,544,500,0,285,117,98,117,285,2,400,0,0,2,29,31,332,3,2,1,0
0.739772727272727,0.596205962059621,6 Выборгская,250,1462,0.0697,0.1519,0.3297,0.5068,1476,1250,0,820,60,370,60,820,11,869,0,0,8,110,57,651,21,6,7,9
0.728312678741659,0.617785630153121,6 Выборгская,251,1693,0.0827,0.1523,0.4034,0.5065,1698,1500,0,1016,33,451,33,1016,11,1038,0,0,7,142,65,764,24,6,14,16
0.742606790799562,0.61234071093226,6 Выборгская,252,1472,0.0584,0.1344,0.4193,0.499,1491,1250,0,870,43,337,43,870,17,896,0,0,7,87,60,678,27,8,14,15
0.752331606217617,0.622982569399613,6 Выборгская,253,1535,0.13,0.1633,0.3767,0.5042,1549,1350,0,945,20,385,20,945,15,950,0,0,9,97,46,726,23,10,14,25
0.758878504672897,0.649666059502125,6 Выборгская,254,1635,0.0764,0.1614,0.4171,0.561,1647,1400,0,1046,24,330,24,1046,13,1057,0,0,14,121,36,812,28,6,15,25
0.743661971830986,0.618260869565218,6 Выборгская,255,1145,0.0986,0.1902,0.2835,0.5557,1150,1000,0,662,49,289,49,661,13,697,0,0,8,67,39,528,16,9,11,19
0.732528041415013,0.602077922077922,6 Выборгская,256,1906,0.0786,0.0786,0.3809,0.4574,1925,1650,0,1115,44,491,44,1115,17,1142,0,0,12,133,67,849,32,13,16,20
0.737313432835821,0.498883097542815,6 Выборгская,257,1283,0.0156,0.152,0.3068,0.4405,1343,1150,0,619,51,480,51,619,6,664,0,0,9,72,44,494,18,6,6,15
0.7875,0.642768850432633,6 Выборгская,258,1592,0.0683,0.1682,0.2849,0.4913,1618,1350,0,990,50,310,50,990,8,1032,0,0,12,104,46,819,20,4,10,17
0.740318906605923,0.610995128740431,6 Выборгская,259,1426,0.0631,0.1483,0.4314,0.5209,1437,1250,0,851,27,372,27,851,5,873,0,0,6,108,54,650,25,5,10,15
0.804444444444444,0.862068965517241,1 Бокситогорская,26,277,0.0469,0.148,0.2058,0.7554,261,250,0,86,139,25,139,86,5,220,0,0,1,11,22,181,2,0,2,1
0.731884057971015,0.612555485098288,6 Выборгская,260,1563,0.0791,0.1767,0.4333,0.5365,1577,1400,0,954,12,434,12,954,8,958,0,0,7,113,62,707,33,7,13,16
0.765060240963856,0.59927797833935,6 Выборгская,261,1375,0.0669,0.1538,0.3847,0.5145,1385,1200,0,795,35,370,35,795,12,818,0,0,9,60,59,635,14,6,11,24
0.700417536534447,0.618463524854745,6 Выборгская,262,1537,0.0716,0.2328,0.4129,0.4729,1549,1350,0,937,21,392,21,937,14,944,0,0,8,120,56,671,32,12,12,33
0.744702320887992,0.627612412919569,6 Выборгская,263,1563,0.0881,0.258,0.4421,0.5574,1579,1350,0,962,29,359,29,962,17,974,0,0,7,117,57,738,29,4,8,14
0.622986036519871,0.710687022900763,6 Выборгская,264,1304,0.0559,0.1991,0.4316,0.492,1310,1150,0,908,23,219,23,908,166,765,0,0,5,90,52,580,14,6,8,10
0.755731922398589,0.642857142857143,6 Выборгская,265,1758,0.0768,0.2278,0.4242,0.5815,1764,1550,0,1122,12,416,12,1122,13,1121,0,0,7,125,55,857,39,11,11,16
0.741324921135647,0.692643845593591,6 Выборгская,266,1353,0.0709,0.2575,0.4982,0.6102,1373,1200,0,931,20,249,20,931,11,940,0,0,10,92,50,705,44,4,16,19
0.727515583259127,0.65672514619883,6 Выборгская,267,1691,0.0432,0.2532,0.458,0.5621,1710,1500,0,1083,40,377,40,1083,9,1114,0,0,13,125,81,817,38,7,13,20
0.730081300813008,0.645026178010471,6 Выборгская,268,1888,0.0666,0.1954,0.4111,0.5517,1910,1650,0,1202,30,418,30,1200,24,1206,0,0,8,139,85,898,34,11,18,13
0.752955082742317,0.598726114649682,6 Выборгская,269,1401,0.0721,0.1521,0.3914,0.4993,1413,1200,0,813,33,354,33,813,9,837,0,0,13,81,58,637,20,12,6,10
0.828,0.736377025036819,1 Бокситогорская,27,828,0.0736,0.2325,0.3827,0.5403,679,800,0,379,121,300,121,379,2,498,0,0,0,45,34,414,0,1,3,1
0.738567730802416,0.588533739218671,6 Выборгская,270,1965,0.0794,0.2263,0.3598,0.5208,1971,1700,0,1131,29,540,28,1131,15,1144,0,0,10,114,72,856,38,12,21,21
0.740740740740741,0.603529411764706,6 Выборгская,271,833,0.0647,0.1964,0.3246,0.5071,850,700,0,500,13,187,13,500,20,493,0,0,3,52,29,380,16,3,4,6
0.804733727810651,0.533018867924528,6 Выборгская,272,678,0.0905,0.1587,0.346,0.4669,636,600,0,330,9,261,9,329,3,335,0,0,1,21,30,272,5,2,3,1
0.726288987905792,0.665114309906859,6 Выборгская,273,2348,0.0575,0.1621,0.3671,0.6025,2362,2050,0,1211,360,479,360,1211,26,1545,0,0,13,144,132,1141,54,14,22,25
0.745215311004785,0.597997138769671,6 Выборгская,274,1379,0.0788,0.2065,0.392,0.5176,1398,1200,0,831,5,364,5,831,8,828,0,0,8,89,52,623,28,3,13,12
0.719457013574661,0.613320999074931,6 Выборгская,275,1074,0.0736,0.1572,0.4388,0.5561,1081,950,0,648,15,287,15,648,7,656,0,0,3,84,33,477,29,7,7,16
0.777408637873754,0.518965517241379,6 Выборгская,276,1136,0.096,0.1923,0.3774,0.464,1160,950,0,589,13,348,13,589,11,591,0,0,7,42,49,468,8,3,3,11
0.795957651588066,0.530372639101582,6 Выборгская,277,1954,0.0608,0.1912,0.3471,0.4604,1959,1650,0,984,55,611,55,984,13,1026,0,0,7,90,68,827,12,6,7,9
0.659305993690852,0.690631808278867,6 Выборгская,278,455,0.0702,0.131,0.3057,0.4619,459,400,0,285,32,83,32,285,2,315,0,0,5,25,35,209,9,11,14,7
0.827731092436975,0.714714714714715,6 Выборгская,279,329,0.0997,0.1782,0.3784,0.6156,333,350,0,210,28,112,28,210,0,238,0,0,2,20,13,197,2,2,0,2
0.807017543859649,0.74859287054409,1 Бокситогорская,28,561,0.0696,0.1477,0.2763,0.5996,533,500,0,224,175,101,175,224,4,395,0,0,2,45,17,322,1,2,3,3
0.828525641025641,0.687982359426681,6 Выборгская,280,895,0.069,0.2164,0.4009,0.6681,907,800,0,598,26,176,26,598,7,617,0,0,3,51,34,517,7,2,0,3
0.753303964757709,0.777397260273973,6 Выборгская,281,284,0.2465,0.4225,0.5655,0.6507,292,300,0,211,16,73,16,211,3,224,0,0,2,14,24,171,6,0,3,4
0.810276679841897,0.592505854800937,6 Выборгская,282,846,0.0956,0.1783,0.3376,0.5213,854,750,0,404,102,244,102,404,7,499,0,0,4,32,36,410,6,4,4,3
0.796707818930041,0.58597502401537,6 Выборгская,283,2053,0.0575,0.165,0.3878,0.5842,2082,1750,0,1173,47,530,47,1168,12,1203,0,0,16,93,65,968,17,14,9,21
0.8133608815427,0.57210401891253,6 Выборгская,284,2515,0.0326,0.165,0.3468,0.4179,2538,2150,0,1405,47,698,47,1405,13,1439,0,0,7,103,101,1181,27,5,10,5
0.81618224666143,0.585287356321839,6 Выборгская,285,2156,0.0575,0.2398,0.3885,0.5132,2175,1850,0,1230,43,577,43,1230,20,1253,0,0,10,89,71,1039,12,8,9,15
0.807957153787299,0.585049239033125,6 Выборгская,286,2233,0.0551,0.247,0.3491,0.4962,2234,1950,0,1260,47,643,47,1260,24,1283,0,0,8,92,71,1056,21,8,10,17
0.790533736153072,0.59496704613541,6 Выборгская,287,1652,0.0303,0.1039,0.3969,0.521,1669,1400,0,967,26,407,26,967,16,977,0,0,8,79,54,785,23,4,5,19
0.811710677382319,0.525015069318867,6 Выборгская,288,1648,0.0413,0.184,0.3448,0.4571,1659,1400,0,836,35,529,35,836,13,858,0,0,7,56,48,707,23,5,6,6
0.785714285714286,0.67524115755627,6 Выборгская,289,612,0.0425,0.1977,0.3236,0.4161,622,550,0,376,44,130,44,376,2,418,0,0,3,37,29,330,7,5,4,3
0.846774193548387,0.753036437246964,1 Бокситогорская,29,505,0.0575,0.1558,0.439,0.728,494,500,0,181,191,128,191,181,0,372,0,0,1,20,26,315,1,4,2,3
0.730870712401056,0.549275362318841,6 Выборгская,290,687,0.0407,0.1785,0.358,0.442,690,600,0,365,14,221,14,365,5,374,0,0,4,48,33,277,5,3,3,1
0.895148669796557,0.919424460431655,6 Выборгская,291,693,0.1043,0.3169,0.5087,0.6864,695,700,0,604,35,61,35,604,4,635,0,0,5,10,35,572,6,2,3,2
0.85978968452679,0.886767317939609,6 Выборгская,292,2234,0.0671,0.1802,0.3807,0.675,2252,2050,0,1855,142,53,142,1855,18,1979,0,0,15,106,79,1717,25,7,10,20
0.883555555555556,0.898562300319489,6 Выборгская,293,1248,0.0401,0.1679,0.4181,0.5388,1252,1150,0,976,149,25,149,976,6,1119,0,0,6,42,43,994,13,7,5,9
0.812977099236641,0.6036866359447,6 Выборгская,294,433,0.0554,0.2304,0.2304,0.3433,434,400,0,156,106,138,106,156,2,260,0,0,4,18,17,213,4,2,0,2
0.861581920903955,0.699604743083004,6 Выборгская,295,1015,0.0847,0.2552,0.4,0.5458,1012,1000,0,578,130,292,130,578,28,680,0,0,3,26,32,610,3,1,2,3
0.835714285714286,0.848484848484848,6 Выборгская,296,325,0.0677,0.2324,0.3567,0.703,330,350,0,234,46,70,46,234,3,277,0,0,1,14,23,234,2,2,1,0
0.875,0.846905537459283,6 Выборгская,297,1219,0.0492,0.2673,0.4923,0.7516,1228,1200,0,918,122,160,122,918,4,1036,0,0,1,59,35,910,12,1,7,11
0.873343151693667,0.925068119891008,6 Выборгская,298,1468,0.0674,0.2057,0.4428,0.8004,1468,1400,0,1228,130,42,130,1228,0,1358,0,0,8,69,67,1186,12,6,7,3
0.884615384615385,0.828025477707006,6 Выборгская,299,309,0.1553,0.2396,0.3738,0.5478,314,350,0,195,65,90,65,195,0,260,0,0,2,14,7,230,1,3,1,2
0.782229965156794,0.679289940828402,1 Бокситогорская,3,836,0.0914,0.3751,0.5704,0.6433,845,800,0,518,56,226,56,518,4,570,0,0,3,69,32,449,5,4,8,0
0.856115107913669,0.827380952380952,1 Бокситогорская,30,507,0.0904,0.2617,0.6537,0.778,504,480,0,305,112,63,112,305,0,417,0,0,1,33,17,357,6,3,0,0
0.773903262092238,0.617361111111111,6 Выборгская,300,1440,0.0708,0.1931,0.3604,0.475,1440,1250,0,856,33,361,33,856,4,885,0,0,2,64,73,688,29,9,13,7
0.758241758241758,0.652329749103943,6 Выборгская,301,574,0.0586,0.1785,0.4536,0.5436,558,500,0,330,34,136,34,330,2,362,0,0,4,45,19,276,12,2,1,3
0.829981718464351,0.5,6 Выборгская,302,1094,0.0603,0.2011,0.3839,0.4433,1094,950,0,512,35,403,35,512,7,540,0,0,2,36,33,454,6,3,3,3
0.722727272727273,0.55,6 Выборгская,303,397,0.0806,0.2186,0.4236,0.4762,400,400,0,195,25,180,25,195,5,215,0,0,1,19,25,159,6,1,2,2
0.798029556650246,0.630434782608696,6 Выборгская,304,1271,0.0936,0.2264,0.3933,0.5155,1288,1100,0,770,42,288,42,770,5,807,0,0,4,77,47,648,15,4,5,7
0.836879432624114,0.552941176470588,6 Выборгская,305,763,0.0524,0.1987,0.4289,0.4869,765,700,0,357,66,277,66,357,7,416,0,0,1,32,19,354,3,2,2,3
0.888888888888889,0.627906976744186,6 Выборгская,306,253,0.087,0.2372,0.4845,0.562,258,300,0,146,16,138,16,146,0,162,0,0,1,4,11,144,1,0,0,1
0.837370242214533,0.544256120527307,6 Выборгская,307,1054,0.0712,0.2386,0.407,0.4618,1062,950,0,522,56,372,56,522,3,575,0,0,2,37,33,484,8,4,2,5
0.84375,0.677966101694915,6 Выборгская,308,230,0.0522,0.2759,0.5513,0.6102,236,250,0,133,27,90,27,133,4,156,0,0,0,10,8,135,2,0,0,1
0.818181818181818,0.608040201005025,6 Выборгская,309,590,0.0424,0.178,0.3401,0.5159,597,550,0,299,64,187,64,299,0,363,0,0,3,26,27,297,3,0,6,1
0.886792452830189,0.823834196891192,1 Бокситогорская,31,211,0.0619,0.1137,0.375,0.8125,193,180,0,40,119,21,119,40,1,158,0,0,0,5,6,141,1,0,2,3
0.829236739974127,0.732701421800948,6 Выборгская,310,1045,0.0612,0.1618,0.4036,0.6474,1055,900,0,714,59,127,59,714,5,768,0,0,8,55,36,641,6,7,6,9
0.847133757961784,0.634343434343434,6 Выборгская,311,974,0.0637,0.2296,0.4228,0.504,990,900,0,569,59,272,59,569,0,628,0,0,6,47,23,532,8,6,3,3
0.808580858085809,0.584942084942085,6 Выборгская,312,1031,0.0958,0.1897,0.3575,0.4,1036,900,0,557,49,294,49,557,12,594,0,0,3,50,30,490,11,2,3,5
0.826612903225807,0.695977549111319,6 Выборгская,313,1058,0.0594,0.127,0.3763,0.5607,1069,950,0,628,116,206,116,628,50,694,0,0,3,32,35,615,4,2,1,2
0.832258064516129,0.670995670995671,6 Выборгская,314,231,0.0996,0.2165,0.342,0.5714,231,250,0,149,6,95,6,149,2,153,0,0,0,7,9,129,5,0,0,3
0.817699115044248,0.626385809312639,6 Выборгская,315,922,0.1231,0.2451,0.383,0.5323,902,850,0,540,25,285,25,540,5,560,0,0,5,39,33,462,9,6,1,5
0.867408906882591,0.676712328767123,6 Выборгская,316,1469,0.0625,0.1992,0.346,0.478,1460,1300,0,918,70,312,70,918,8,980,0,0,4,44,42,857,13,3,10,7
0.800559832050385,0.642247191011236,6 Выборгская,317,2239,0.0527,0.1764,0.3481,0.5106,2225,2000,0,1379,50,571,50,1379,11,1418,0,0,5,131,59,1144,38,13,12,16
0.771681415929204,0.595677385345282,6 Выборгская,318,1888,0.0744,0.207,0.3935,0.5341,1897,1650,0,1093,37,520,37,1093,10,1120,0,0,7,115,50,872,35,3,15,23
0.778713629402757,0.567274305555556,6 Выборгская,319,2252,0.0655,0.2293,0.3595,0.5085,2304,1900,0,1211,96,593,96,1210,21,1285,0,0,7,110,77,1017,42,6,10,16
0.827205882352941,0.732166890982503,1 Бокситогорская,32,776,0.0696,0.2519,0.4684,0.6185,743,700,0,427,117,156,117,427,3,541,0,0,5,35,39,450,6,4,1,1
0.81994459833795,0.57514604354753,6 Выборгская,320,1877,0.0532,0.1464,0.345,0.5005,1883,1650,0,1023,60,567,60,1023,24,1059,0,0,7,69,44,888,17,8,13,13
0.846456692913386,0.796238244514107,6 Выборгская,321,1614,0.0538,0.2214,0.4197,0.6759,1595,1400,0,1178,92,130,92,1178,12,1258,0,0,5,86,61,1075,21,2,2,6
0.84811237928007,0.835656639765224,6 Выборгская,322,1433,0.0712,0.2086,0.4423,0.4654,1363,1450,0,1110,29,311,29,1110,9,1130,0,0,6,92,33,966,13,5,7,8
0.802043422733078,0.606976744186047,6 Выборгская,323,1284,0.06,0.1827,0.3871,0.4683,1290,1150,0,748,35,367,35,748,5,778,0,0,2,70,34,628,22,2,8,12
0.843220338983051,0.907692307692308,6 Выборгская,324,258,0.1776,0.3282,0.5385,0.8038,260,250,0,203,33,14,33,203,1,235,0,0,0,19,8,199,5,3,1,0
0.80327868852459,0.631462333825702,6 Выборгская,325,1371,0.0873,0.2596,0.4149,0.5727,1354,1250,0,803,52,395,52,802,8,846,0,0,5,83,38,686,15,1,13,5
0.774687065368567,0.843896713615023,6 Выборгская,326,855,0.0699,0.1498,0.4,0.5675,852,750,0,690,29,31,29,690,5,714,0,0,2,77,29,557,12,6,10,21
0.882993197278912,0.806805708013172,6 Выборгская,327,905,0.0309,0.1024,0.3886,0.64,911,850,0,665,70,115,70,665,1,734,0,0,3,42,31,649,3,1,4,1
0.784399649430324,0.701290719114935,6 Выборгская,328,3189,0.0627,0.2178,0.2641,0.4615,3254,3400,0,2221,61,1118,61,2221,17,2265,0,0,9,165,223,1790,52,5,8,13
0.875,0.805914972273567,6 Выборгская,329,1074,0.0466,0.1397,0.4024,0.5583,1082,1000,0,809,63,128,63,809,0,872,0,0,7,38,38,763,11,5,4,6
0.868312757201646,0.781350482315113,1 Бокситогорская,33,328,0.1128,0.2446,0.4092,0.5908,311,300,0,185,58,57,58,185,0,243,0,0,1,11,19,211,1,0,0,0
0.813037573562698,0.917358803986711,6 Выборгская,330,2342,0.1921,0.3629,0.5421,0.7692,2408,2700,0,2165,44,491,44,2165,19,2190,0,0,11,133,138,1796,76,9,11,16
0.862068965517241,0.692537313432836,6 Выборгская,331,334,0.1557,0.2605,0.4269,0.5284,335,350,0,226,6,118,6,226,1,231,0,0,3,10,9,200,6,1,2,0
0.878504672897196,0.887966804979253,6 Выборгская,332,252,0.0595,0.1304,0.5578,0.6733,241,250,0,134,80,36,80,134,0,214,0,0,0,11,12,188,1,1,0,1
0.868347338935574,0.805869074492099,6 Выборгская,333,443,0.0903,0.2641,0.4582,0.7404,443,400,0,318,39,43,39,318,0,357,0,0,4,10,20,310,5,4,1,3
0.87956204379562,0.810650887573964,6 Выборгская,334,675,0.1156,0.2207,0.3802,0.6435,676,600,0,531,17,52,17,531,3,545,0,0,1,25,13,482,12,3,2,7
0.912676056338028,0.79954954954955,6 Выборгская,335,878,0.0866,0.2415,0.3923,0.4813,888,850,0,628,82,140,82,628,1,709,0,0,3,19,16,648,8,0,7,8
0.835820895522388,0.710247349823322,6 Выборгская,336,281,0.0747,0.1708,0.371,0.6184,283,300,0,165,36,99,36,165,1,200,0,0,0,13,14,168,3,2,0,0
0.890052356020942,0.892523364485981,6 Выборгская,337,427,0.1288,0.281,0.6075,0.8318,428,500,0,367,15,118,15,367,0,382,0,0,0,17,20,340,3,0,1,1
0.792093704245974,0.588134135855546,6 Выборгская,338,1161,0.0791,0.265,0.4105,0.5203,1163,1000,0,634,50,316,50,633,14,669,0,0,6,64,34,541,10,2,4,8
0.781835205992509,0.600899381675098,6 Выборгская,339,1768,0.0481,0.2025,0.426,0.561,1779,1550,0,1032,37,481,37,1031,13,1055,0,0,5,102,69,835,17,4,6,17
0.842465753424657,0.741116751269036,1 Бокситогорская,34,418,0.1292,0.3062,0.3971,0.5455,394,400,0,197,95,108,95,197,1,291,0,0,1,14,21,246,3,4,1,1
0.814629258517034,0.59206631142688,6 Выборгская,340,1689,0.0894,0.188,0.3823,0.5141,1689,1450,0,965,35,450,35,963,11,987,0,0,7,89,43,813,13,6,9,7
0.787934186471664,0.711313394018206,6 Выборгская,341,776,0.0657,0.1892,0.3654,0.4917,769,650,0,522,25,103,25,522,3,544,0,0,7,45,44,431,11,1,4,1
0.935483870967742,0.807291666666667,6 Выборгская,342,223,0.0314,0.1794,0.3097,0.5487,192,210,0,115,40,55,40,115,0,155,0,0,0,2,7,145,1,0,0,0
0.872380952380952,0.561497326203209,6 Выборгская,343,930,0.0753,0.2376,0.3731,0.4544,935,850,0,460,65,325,65,460,3,522,0,0,3,24,22,458,6,5,2,2
0.846504559270517,0.608133086876155,6 Выборгская,344,1077,0.0585,0.2256,0.4224,0.4889,1082,950,0,564,94,292,94,564,8,650,0,0,2,41,33,557,4,3,10,0
